,nace_id,year,acquired_amount,transferred_amount,auctions,free_allocations,emissions2
6994,01.11,2005,0,0,0,0,0.0
6995,01.11,2006,0,0,0,0,0.0
6996,01.11,2007,0,0,0,0,0.0
6997,01.11,2008,0,0,0,0,0.0
6998,01.11,2009,0,0,0,0,0.0
6999,01.11,2010,0,0,0,0,0.0
7000,01.11,2011,0,0,0,0,0.0
7001,01.11,2012,0,0,0,0,0.0
7002,01.11,2013,0,0,0,5099,0.0
7003,01.11,2014,9662,6955,0,4563,6955.0
7004,01.11,2015,6258,8917,0,4042,5152.0
7005,01.11,2016,8046,8082,0,3536,9321.0
7006,01.11,2017,9049,8808,0,3047,6306.0
7007,01.11,2018,10211,10243,0,2572,2825.0
7008,01.11,2019,5140,5360,0,2114,7218.0
7009,01.11,2020,11885,5108,0,1673,4603.0
7010,01.11,2021,9038,10476,0,1218,6438.0
7011,01.11,2022,0,0,0,1648,8125.0
7012,01.11,2023,0,0,0,1519,4644.0
7013,01.11,2024,0,0,0,1251,3373.0
7014,01.11,2025,0,0,0,1251,0.0
7015,01.11,2026,0,0,0,0,0.0
7016,01.11,2027,0,0,0,0,0.0
7017,01.11,2028,0,0,0,0,0.0
7018,01.11,2029,0,0,0,0,0.0
7019,01.11,2030,0,0,0,0,0.0
1482,01.13,2005,194941,28536,0,377385,0.0
1483,01.13,2006,708184,502957,0,375555,273787.0
1484,01.13,2007,636387,356263,0,375556,330494.0
1485,01.13,2008,1229637,818360,0,966095,356407.0
1486,01.13,2009,2170180,1498902,0,2054121,1268656.0
1487,01.13,2010,2265866,1821677,0,2023083,1411201.0
1488,01.13,2011,2198529,2235492,0,1971331,1728282.0
1489,01.13,2012,2231380,1970517,0,1938869,1608214.0
1490,01.13,2013,1138620,2959465,0,539840,1245448.0
1491,01.13,2014,710721,1150529,0,431533,902403.0
1492,01.13,2015,644765,1006237,0,371197,716567.0
1493,01.13,2016,749790,733291,0,255729,677895.0
1494,01.13,2017,502929,564033,0,203181,524040.0
1495,01.13,2018,487905,566681,0,156729,515597.0
1496,01.13,2019,480104,545577,0,111110,433102.0
1497,01.13,2020,257760,358987,0,70875,343720.0
1498,01.13,2021,221154,267810,0,27243,217581.0
1499,01.13,2022,0,0,0,15842,108099.0
1500,01.13,2023,0,0,0,14646,19792.0
1501,01.13,2024,0,0,0,13384,9476.0
1502,01.13,2025,0,0,0,13045,0.0
1503,01.13,2026,0,0,0,0,0.0
1504,01.13,2027,0,0,0,0,0.0
1505,01.13,2028,0,0,0,0,0.0
1506,01.13,2029,0,0,0,0,0.0
1507,01.13,2030,0,0,0,0,0.0
2080,01.19,2005,148805,6000,0,148805,0.0
2081,01.19,2006,135708,139460,0,114709,95691.0
2082,01.19,2007,117831,99085,0,114710,99085.0
2083,01.19,2008,270332,222712,0,164362,73867.0
2084,01.19,2009,212143,182058,0,164349,115612.0
2085,01.19,2010,191233,161815,0,179240,105465.0
2086,01.19,2011,182038,141176,0,174276,121232.0
2087,01.19,2012,185870,121874,0,174275,113974.0
2088,01.19,2013,62853,324384,0,40947,75145.0
2089,01.19,2014,81871,79127,0,40817,55779.0
2090,01.19,2015,61317,58774,0,31601,45225.0
2091,01.19,2016,32281,45777,0,30895,44916.0
2092,01.19,2017,24765,148029,0,24493,48029.0
2093,01.19,2018,56151,81746,0,11943,43905.0
2094,01.19,2019,23083,30746,0,11764,30746.0
2095,01.19,2020,30579,47578,0,8064,26857.0
2096,01.19,2021,10048,19997,0,3389,19281.0
2097,01.19,2022,0,0,0,1226,16841.0
2098,01.19,2023,0,0,0,628,1709.0
2099,01.19,2024,0,0,0,134,865.0
2100,01.19,2025,0,0,0,130,0.0
2101,01.19,2026,0,0,0,0,0.0
2102,01.19,2027,0,0,0,0,0.0
2103,01.19,2028,0,0,0,0,0.0
2104,01.19,2029,0,0,0,0,0.0
2105,01.19,2030,0,0,0,0,0.0
2184,01.21,2005,45143,0,0,87443,0.0
2185,01.21,2006,45143,30328,0,87443,65722.0
2186,01.21,2007,172042,96409,0,87442,61015.0
2187,01.21,2008,53371,64112,0,75593,57305.0
2188,01.21,2009,121639,122750,0,90610,92368.0
2189,01.21,2010,88174,89141,0,99637,51641.0
2190,01.21,2011,107103,149070,0,84174,51428.0
2191,01.21,2012,95785,63141,0,84174,38206.0
2192,01.21,2013,68788,104476,0,28091,38076.0
2193,01.21,2014,48167,62499,0,10481,32926.0
2194,01.21,2015,4154,13509,0,12823,13509.0
2195,01.21,2016,20019,17829,0,11223,12865.0
2196,01.21,2017,19671,13792,0,9671,13792.0
2197,01.21,2018,13719,15646,0,8719,15646.0
2198,01.21,2019,5856,15967,0,7172,15967.0
2199,01.21,2020,20275,13149,0,3853,13149.0
2200,01.21,2021,3950,10588,0,1162,10588.0
2201,01.21,2022,0,0,0,0,22.0
2202,01.21,2023,0,0,0,0,0.0
2203,01.21,2024,0,0,0,0,0.0
2204,01.21,2025,0,0,0,0,0.0
2205,01.21,2026,0,0,0,0,0.0
2206,01.21,2027,0,0,0,0,0.0
2207,01.21,2028,0,0,0,0,0.0
2208,01.21,2029,0,0,0,0,0.0
2209,01.21,2030,0,0,0,0,0.0
4056,01.22,2005,0,0,0,0,0.0
4057,01.22,2006,0,0,0,0,0.0
4058,01.22,2007,0,0,0,0,0.0
4059,01.22,2008,105386,22000,0,83386,0.0
4060,01.22,2009,135587,167162,0,120499,103238.0
4061,01.22,2010,117691,105463,0,116722,90028.0
4062,01.22,2011,139703,121784,0,104239,101732.0
4063,01.22,2012,26181,93316,0,9237,48658.0
4064,01.22,2013,0,14910,0,0,2391.0
4065,01.22,2014,0,0,0,0,0.0
4066,01.22,2015,0,0,0,0,0.0
4067,01.22,2016,0,0,0,0,0.0
4068,01.22,2017,0,0,0,0,0.0
4069,01.22,2018,0,0,0,0,0.0
4070,01.22,2019,0,0,0,0,0.0
4071,01.22,2020,0,0,0,0,0.0
4072,01.22,2021,0,0,0,0,0.0
4073,01.22,2022,0,0,0,0,0.0
4074,01.22,2023,0,0,0,0,0.0
4075,01.22,2024,0,0,0,0,0.0
4076,01.22,2025,0,0,0,0,0.0
4077,01.22,2026,0,0,0,0,0.0
4078,01.22,2027,0,0,0,0,0.0
4079,01.22,2028,0,0,0,0,0.0
4080,01.22,2029,0,0,0,0,0.0
4081,01.22,2030,0,0,0,0,0.0
7228,01.25,2005,0,0,0,0,0.0
7229,01.25,2006,0,0,0,0,0.0
7230,01.25,2007,0,0,0,0,0.0
7231,01.25,2008,0,0,0,0,0.0
7232,01.25,2009,0,0,0,0,0.0
7233,01.25,2010,0,0,0,0,0.0
7234,01.25,2011,0,0,0,0,0.0
7235,01.25,2012,0,0,0,0,0.0
7236,01.25,2013,0,0,0,0,0.0
7237,01.25,2014,0,0,0,0,0.0
7238,01.25,2015,0,0,0,0,0.0
7239,01.25,2016,0,0,0,0,0.0
7240,01.25,2017,0,0,0,0,0.0
7241,01.25,2018,0,0,0,0,0.0
7242,01.25,2019,0,0,0,0,0.0
7243,01.25,2020,0,0,0,0,0.0
7244,01.25,2021,0,0,0,0,0.0
7245,01.25,2022,0,0,0,0,0.0
7246,01.25,2023,0,0,0,0,0.0
7247,01.25,2024,0,0,0,0,0.0
7248,01.25,2025,0,0,0,0,0.0
7249,01.25,2026,0,0,0,0,0.0
7250,01.25,2027,0,0,0,0,0.0
7251,01.25,2028,0,0,0,0,0.0
7252,01.25,2029,0,0,0,0,0.0
7253,01.25,2030,0,0,0,0,0.0
4082,01.30,2005,0,0,0,0,0.0
4083,01.30,2006,0,0,0,0,0.0
4084,01.30,2007,0,0,0,0,0.0
4085,01.30,2008,39994,4926,0,35068,0.0
4086,01.30,2009,101853,62249,0,101853,53249.0
4087,01.30,2010,89373,77962,0,71597,55186.0
4088,01.30,2011,71595,63683,0,71595,59083.0
4089,01.30,2012,79186,57217,0,71595,52770.0
4090,01.30,2013,22677,115964,0,22677,47346.0
4091,01.30,2014,15744,85630,0,14643,38610.0
4092,01.30,2015,13961,26377,0,7438,25490.0
4093,01.30,2016,11510,20063,0,6510,16151.0
4094,01.30,2017,15612,15944,0,5612,15944.0
4095,01.30,2018,15742,15795,0,4742,15795.0
4096,01.30,2019,20901,16281,0,3901,16281.0
4097,01.30,2020,0,4675,0,0,4292.0
4098,01.30,2021,0,0,0,0,0.0
4099,01.30,2022,0,0,0,0,0.0
4100,01.30,2023,0,0,0,0,0.0
4101,01.30,2024,0,0,0,0,0.0
4102,01.30,2025,0,0,0,0,0.0
4103,01.30,2026,0,0,0,0,0.0
4104,01.30,2027,0,0,0,0,0.0
4105,01.30,2028,0,0,0,0,0.0
4106,01.30,2029,0,0,0,0,0.0
4107,01.30,2030,0,0,0,0,0.0
3198,01.61,2005,0,0,0,0,0.0
3199,01.61,2006,0,0,0,0,0.0
3200,01.61,2007,0,0,0,0,0.0
3201,01.61,2008,0,0,0,0,0.0
3202,01.61,2009,41272,0,0,41272,0.0
3203,01.61,2010,41272,4388,0,41272,0.0
3204,01.61,2011,41271,2882,0,41271,7270.0
3205,01.61,2012,41271,2678,0,41271,2678.0
3206,01.61,2013,0,155138,0,3707,2017.0
3207,01.61,2014,5186,4424,0,3317,4424.0
3208,01.61,2015,5682,8088,0,2939,7937.0
3209,01.61,2016,5775,3536,0,2570,3536.0
3210,01.61,2017,2215,3707,0,2215,3707.0
3211,01.61,2018,1871,103375,0,1871,3375.0
3212,01.61,2019,37855,25385,0,1537,3726.0
3213,01.61,2020,6315,6230,0,1215,6230.0
3214,01.61,2021,1823,4845,0,1194,4522.0
3215,01.61,2022,0,0,0,1296,7268.0
3216,01.61,2023,0,0,0,1194,3411.0
3217,01.61,2024,0,0,0,932,3236.0
3218,01.61,2025,0,0,0,932,0.0
3219,01.61,2026,0,0,0,0,0.0
3220,01.61,2027,0,0,0,0,0.0
3221,01.61,2028,0,0,0,0,0.0
3222,01.61,2029,0,0,0,0,0.0
3223,01.61,2030,0,0,0,0,0.0
5564,01.62,2005,0,0,0,0,0.0
5565,01.62,2006,0,0,0,0,0.0
5566,01.62,2007,0,0,0,0,0.0
5567,01.62,2008,33123,33123,0,18460,249.0
5568,01.62,2009,36920,36920,0,18460,755.0
5569,01.62,2010,18460,18000,0,18460,0.0
5570,01.62,2011,18460,18908,0,18460,908.0
5571,01.62,2012,24990,6530,0,18460,0.0
5572,01.62,2013,6530,18472,0,7184,0.0
5573,01.62,2014,25879,19091,0,6429,6825.0
5574,01.62,2015,5694,30560,0,5694,3560.0
5575,01.62,2016,15242,5630,0,4982,5630.0
5576,01.62,2017,4292,8118,0,4292,8118.0
5577,01.62,2018,3624,7698,0,3624,7698.0
5578,01.62,2019,13606,10340,0,2978,7712.0
5579,01.62,2020,11356,8524,0,2356,8524.0
5580,01.62,2021,187,8391,0,2033,8391.0
5581,01.62,2022,0,0,0,2033,7748.0
5582,01.62,2023,0,0,0,0,207.0
5583,01.62,2024,0,0,0,0,0.0
5584,01.62,2025,0,0,0,0,0.0
5585,01.62,2026,0,0,0,0,0.0
5586,01.62,2027,0,0,0,0,0.0
5587,01.62,2028,0,0,0,0,0.0
5588,01.62,2029,0,0,0,0,0.0
5589,01.62,2030,0,0,0,0,0.0
6448,01.63,2005,0,0,0,1505,0.0
6449,01.63,2006,3010,1827,0,1505,0.0
6450,01.63,2007,1505,1722,0,1505,3549.0
6451,01.63,2008,1830,1189,0,1607,1189.0
6452,01.63,2009,1607,1299,0,1607,1299.0
6453,01.63,2010,1607,1132,0,1607,1132.0
6454,01.63,2011,1607,1650,0,1607,1650.0
6455,01.63,2012,1607,1282,0,1607,1282.0
6456,01.63,2013,22000,2672,0,29505,776.0
6457,01.63,2014,89794,51949,0,28146,49806.0
6458,01.63,2015,34498,47687,0,26809,44882.0
6459,01.63,2016,39975,35539,0,25498,34062.0
6460,01.63,2017,45062,37156,0,24215,35609.0
6461,01.63,2018,52820,44536,0,22956,42672.0
6462,01.63,2019,42039,45501,0,21722,43584.0
6463,01.63,2020,46764,41677,0,20522,39935.0
6464,01.63,2021,2030,22538,0,16660,21623.0
6465,01.63,2022,0,0,0,14675,19412.0
6466,01.63,2023,0,0,0,17036,9639.0
6467,01.63,2024,0,0,0,17036,0.0
6468,01.63,2025,0,0,0,17036,0.0
6469,01.63,2026,0,0,0,0,0.0
6470,01.63,2027,0,0,0,0,0.0
6471,01.63,2028,0,0,0,0,0.0
6472,01.63,2029,0,0,0,0,0.0
6473,01.63,2030,0,0,0,0,0.0
3666,01.64,2005,0,0,0,0,0.0
3667,01.64,2006,0,0,0,0,0.0
3668,01.64,2007,0,0,0,0,0.0
3669,01.64,2008,0,0,0,0,0.0
3670,01.64,2009,0,0,0,0,0.0
3671,01.64,2010,0,0,0,0,0.0
3672,01.64,2011,0,0,0,16,0.0
3673,01.64,2012,16,16,0,3051,16.0
3674,01.64,2013,8672,3351,0,3231,3053.0
3675,01.64,2014,7723,7048,0,2892,7048.0
3676,01.64,2015,2562,5025,0,2562,5025.0
3677,01.64,2016,2242,2381,0,2242,2381.0
3678,01.64,2017,1933,3913,0,1933,3913.0
3679,01.64,2018,4109,4171,0,1633,4171.0
3680,01.64,2019,1842,3492,0,1343,3492.0
3681,01.64,2020,5064,3749,0,1064,3749.0
3682,01.64,2021,3400,4328,0,864,4328.0
3683,01.64,2022,0,0,0,1118,5511.0
3684,01.64,2023,0,0,0,1118,3853.0
3685,01.64,2024,0,0,0,864,3534.0
3686,01.64,2025,0,0,0,864,0.0
3687,01.64,2026,0,0,0,0,0.0
3688,01.64,2027,0,0,0,0,0.0
3689,01.64,2028,0,0,0,0,0.0
3690,01.64,2029,0,0,0,0,0.0
3691,01.64,2030,0,0,0,0,0.0
5070,05.10,2005,15551,0,0,15551,0.0
5071,05.10,2006,18551,16552,0,15551,16552.0
5072,05.10,2007,15551,16265,0,15551,16265.0
5073,05.10,2008,16008,16836,0,16008,14743.0
5074,05.10,2009,16008,15967,0,38383,15967.0
5075,05.10,2010,103666,41517,0,55556,41517.0
5076,05.10,2011,67687,72866,0,44811,43880.0
5077,05.10,2012,87172,37382,0,44919,37382.0
5078,05.10,2013,0,122809,0,28697,22758.0
5079,05.10,2014,80744,130392,0,27274,48474.0
5080,05.10,2015,70702,59132,0,26776,50032.0
5081,05.10,2016,56579,52450,0,26272,52450.0
5082,05.10,2017,53085,55813,0,25763,55813.0
5083,05.10,2018,38599,51248,0,25251,51248.0
5084,05.10,2019,39557,47417,0,24732,44509.0
5085,05.10,2020,74983,75504,0,24211,69638.0
5086,05.10,2021,76457,76161,0,19574,69891.0
5087,05.10,2022,0,0,0,17963,76334.0
5088,05.10,2023,0,0,0,16777,59173.0
5089,05.10,2024,0,0,0,16777,71762.0
5090,05.10,2025,0,0,0,16777,0.0
5091,05.10,2026,0,0,0,0,0.0
5092,05.10,2027,0,0,0,0,0.0
5093,05.10,2028,0,0,0,0,0.0
5094,05.10,2029,0,0,0,0,0.0
5095,05.10,2030,0,0,0,0,0.0
2132,06.10,2005,15499374,477429,0,15643321,0.0
2133,06.10,2006,17251929,15482828,0,14931986,13964526.0
2134,06.10,2007,23067644,16645553,0,20635478,14042825.0
2135,06.10,2008,27094837,22870533,0,21912020,17999171.0
2136,06.10,2009,48711024,47603861,0,22359588,36306477.0
2137,06.10,2010,49280231,46249188,0,23944339,31696660.0
2138,06.10,2011,47680867,45566963,0,23623531,27262225.0
2139,06.10,2012,46835934,44843279,0,23945874,21151196.0
2140,06.10,2013,42027491,57407038,0,18395286,18595512.0
2141,06.10,2014,44188355,38940877,0,17988610,29668889.0
2142,06.10,2015,48546803,47429087,0,17178235,29687727.0
2143,06.10,2016,31649292,36511232,0,17295186,31080760.0
2144,06.10,2017,40232524,39108942,0,16207381,30575201.0
2145,06.10,2018,33983289,38943923,0,15340642,29905222.0
2146,06.10,2019,29588536,41979826,0,14848349,29156990.0
2147,06.10,2020,52189885,39610670,0,14768880,28868218.0
2148,06.10,2021,13916731,39103076,0,3548301,26279107.0
2149,06.10,2022,0,0,0,3206339,11849035.0
2150,06.10,2023,0,0,0,3105395,11648313.0
2151,06.10,2024,0,0,0,3125469,11491880.0
2152,06.10,2025,0,0,0,3111359,2780.0
2153,06.10,2026,0,0,0,0,0.0
2154,06.10,2027,0,0,0,0,0.0
2155,06.10,2028,0,0,0,0,0.0
2156,06.10,2029,0,0,0,0,0.0
2157,06.10,2030,0,0,0,0,0.0
1586,06.20,2005,1060892,16680,0,1832748,0.0
1587,06.20,2006,2488243,1794374,0,1832747,1782048.0
1588,06.20,2007,1877998,1759837,0,1975660,1719175.0
1589,06.20,2008,1130339,1832162,0,2146977,1750747.0
1590,06.20,2009,4163527,2603716,0,2146975,2415492.0
1591,06.20,2010,2324996,2384667,0,2238048,2016102.0
1592,06.20,2011,2908687,2451391,0,2273373,2046982.0
1593,06.20,2012,2715983,2672213,0,2300346,2215106.0
1594,06.20,2013,2111102,3522790,0,3498939,2445521.0
1595,06.20,2014,7729654,4623163,0,3369387,3971161.0
1596,06.20,2015,5420428,6067226,0,3292089,4036119.0
1597,06.20,2016,5855939,4754487,0,3352392,3916521.0
1598,06.20,2017,4131182,4292607,0,3101131,3885083.0
1599,06.20,2018,4631698,4499919,0,3107707,4012127.0
1600,06.20,2019,4939840,5498824,0,2936324,3948375.0
1601,06.20,2020,4514520,4578319,0,2798053,3648744.0
1602,06.20,2021,2712352,4338106,0,686697,3371663.0
1603,06.20,2022,0,0,0,670522,2837578.0
1604,06.20,2023,0,0,0,560484,2516123.0
1605,06.20,2024,0,0,0,498234,2332300.0
1606,06.20,2025,0,0,0,498194,0.0
1607,06.20,2026,0,0,0,0,0.0
1608,06.20,2027,0,0,0,0,0.0
1609,06.20,2028,0,0,0,0,0.0
1610,06.20,2029,0,0,0,0,0.0
1611,06.20,2030,0,0,0,0,0.0
962,07.10,2005,1497194,0,0,14362591,0.0
963,07.10,2006,27107368,8698621,0,14211971,6536817.0
964,07.10,2007,14245855,24523162,0,14245855,7406442.0
965,07.10,2008,2195882,9382905,0,3568170,8302681.0
966,07.10,2009,5429082,4331693,0,3634506,3581492.0
967,07.10,2010,3424322,2629713,0,3054432,2114861.0
968,07.10,2011,3324634,5047938,0,3074634,3095534.0
969,07.10,2012,4412953,4268602,0,3090476,2900925.0
970,07.10,2013,1828129,3792177,0,2153925,2501394.0
971,07.10,2014,4346540,3685623,0,2056972,2453971.0
972,07.10,2015,4428834,4541416,0,2019765,2676624.0
973,07.10,2016,3670452,3782537,0,1982252,2655428.0
974,07.10,2017,3741752,3549862,0,1944410,2469443.0
975,07.10,2018,4122280,4120916,0,1906278,2605339.0
976,07.10,2019,3924101,4088939,0,1867760,2613395.0
977,07.10,2020,5704831,5542694,0,1829143,2525988.0
978,07.10,2021,2548094,2442451,0,1897455,1799257.0
979,07.10,2022,0,0,0,1786945,1993370.0
980,07.10,2023,0,0,0,1672830,1643323.0
981,07.10,2024,0,0,0,1511021,2138081.0
982,07.10,2025,0,0,0,1511021,0.0
983,07.10,2026,0,0,0,0,0.0
984,07.10,2027,0,0,0,0,0.0
985,07.10,2028,0,0,0,0,0.0
986,07.10,2029,0,0,0,0,0.0
987,07.10,2030,0,0,0,0,0.0
5954,07.21,2005,48527,0,0,48527,0.0
5955,07.21,2006,48527,43123,0,48527,0.0
5956,07.21,2007,74227,75019,0,48527,87142.0
5957,07.21,2008,77632,88079,0,54473,44263.0
5958,07.21,2009,63566,50116,0,55054,40116.0
5959,07.21,2010,53691,51498,0,58103,41498.0
5960,07.21,2011,76810,59428,0,60253,55928.0
5961,07.21,2012,60253,48668,0,60253,48668.0
5962,07.21,2013,12900,91326,0,39464,44880.0
5963,07.21,2014,79175,45542,0,34997,43185.0
5964,07.21,2015,23011,40823,0,23011,37641.0
5965,07.21,2016,19884,28322,0,19884,28322.0
5966,07.21,2017,16997,29818,0,16997,29818.0
5967,07.21,2018,17556,27960,0,14351,27960.0
5968,07.21,2019,36862,32605,0,11792,27051.0
5969,07.21,2020,8958,19831,0,4958,21315.0
5970,07.21,2021,0,21057,0,4470,21057.0
5971,07.21,2022,0,0,0,4825,23634.0
5972,07.21,2023,0,0,0,4543,17964.0
5973,07.21,2024,0,0,0,3839,14004.0
5974,07.21,2025,0,0,0,3839,0.0
5975,07.21,2026,0,0,0,0,0.0
5976,07.21,2027,0,0,0,0,0.0
5977,07.21,2028,0,0,0,0,0.0
5978,07.21,2029,0,0,0,0,0.0
5979,07.21,2030,0,0,0,0,0.0
4212,08.11,2005,0,0,0,32200,0.0
4213,08.11,2006,64400,64248,0,32200,1248.0
4214,08.11,2007,32200,25000,0,32200,0.0
4215,08.11,2008,471092,183465,0,472340,3465.0
4216,08.11,2009,563588,745403,0,472340,395403.0
4217,08.11,2010,472340,261492,0,472340,241833.0
4218,08.11,2011,661734,487063,0,472340,348529.0
4219,08.11,2012,510025,405038,0,472340,336105.0
4220,08.11,2013,378414,637468,0,353983,351696.0
4221,08.11,2014,616691,622005,0,347835,366387.0
4222,08.11,2015,344174,348853,0,337228,344011.0
4223,08.11,2016,332489,336311,0,330128,336311.0
4224,08.11,2017,334665,275531,0,322994,275531.0
4225,08.11,2018,328210,389288,0,315833,389288.0
4226,08.11,2019,22277,595234,0,308627,421109.0
4227,08.11,2020,623078,410666,0,301436,410666.0
4228,08.11,2021,147119,356260,0,3271,356260.0
4229,08.11,2022,0,0,0,3271,15070.0
4230,08.11,2023,0,0,0,3271,12365.0
4231,08.11,2024,0,0,0,2534,9387.0
4232,08.11,2025,0,0,0,2534,0.0
4233,08.11,2026,0,0,0,0,0.0
4234,08.11,2027,0,0,0,0,0.0
4235,08.11,2028,0,0,0,0,0.0
4236,08.11,2029,0,0,0,0,0.0
4237,08.11,2030,0,0,0,0,0.0
4784,08.12,2005,95427,21265,0,75082,0.0
4785,08.12,2006,77002,59239,0,75082,56741.0
4786,08.12,2007,165756,60075,0,165756,59573.0
4787,08.12,2008,228108,248729,0,184453,121821.0
4788,08.12,2009,218389,225504,0,186911,128467.0
4789,08.12,2010,199974,166947,0,197018,94891.0
4790,08.12,2011,211127,169782,0,197019,114274.0
4791,08.12,2012,271495,294202,0,197019,115872.0
4792,08.12,2013,292994,350407,0,163031,103001.0
4793,08.12,2014,225630,277310,0,131698,179131.0
4794,08.12,2015,307496,227714,0,138082,187896.0
4795,08.12,2016,230766,222437,0,124398,197839.0
4796,08.12,2017,173239,210527,0,118011,196110.0
4797,08.12,2018,210601,215709,0,114099,192555.0
4798,08.12,2019,465923,586003,0,107362,203165.0
4799,08.12,2020,696472,554195,0,89454,180892.0
4800,08.12,2021,418920,469567,0,24054,172068.0
4801,08.12,2022,0,0,0,29057,103161.0
4802,08.12,2023,0,0,0,35593,105698.0
4803,08.12,2024,0,0,0,34115,78630.0
4804,08.12,2025,0,0,0,33786,0.0
4805,08.12,2026,0,0,0,0,0.0
4806,08.12,2027,0,0,0,0,0.0
4807,08.12,2028,0,0,0,0,0.0
4808,08.12,2029,0,0,0,0,0.0
4809,08.12,2030,0,0,0,0,0.0
5304,08.91,2005,92268,30000,0,92268,0.0
5305,08.91,2006,92268,88539,0,132968,38539.0
5306,08.91,2007,173668,45833,0,132968,45833.0
5307,08.91,2008,167243,147668,0,129931,48356.0
5308,08.91,2009,129931,94629,0,129931,54629.0
5309,08.91,2010,129931,85719,0,129931,45719.0
5310,08.91,2011,136931,42244,0,129931,42244.0
5311,08.91,2012,129931,44418,0,129931,44418.0
5312,08.91,2013,34367,334845,0,48377,47170.0
5313,08.91,2014,68747,70427,0,47537,70427.0
5314,08.91,2015,161308,164252,0,47410,70152.0
5315,08.91,2016,45828,76507,0,48912,76507.0
5316,08.91,2017,44961,69764,0,47989,69764.0
5317,08.91,2018,53889,244648,0,40999,54648.0
5318,08.91,2019,30825,48357,0,32196,48357.0
5319,08.91,2020,67545,67032,0,31539,35316.0
5320,08.91,2021,5855,36181,0,14274,30326.0
5321,08.91,2022,0,0,0,14049,21700.0
5322,08.91,2023,0,0,0,16323,22593.0
5323,08.91,2024,0,0,0,16717,22251.0
5324,08.91,2025,0,0,0,16717,0.0
5325,08.91,2026,0,0,0,0,0.0
5326,08.91,2027,0,0,0,0,0.0
5327,08.91,2028,0,0,0,0,0.0
5328,08.91,2029,0,0,0,0,0.0
5329,08.91,2030,0,0,0,0,0.0
7098,08.92,2005,152111,107282,0,122829,0.0
7099,08.92,2006,155847,152079,0,124847,49079.0
7100,08.92,2007,128226,94328,0,126926,30087.0
7101,08.92,2008,49328,64357,0,49328,83598.0
7102,08.92,2009,49328,76161,0,49328,30661.0
7103,08.92,2010,0,21775,0,49328,13914.0
7104,08.92,2011,49328,49241,0,53434,13902.0
7105,08.92,2012,104815,86553,0,51381,7465.0
7106,08.92,2013,0,19069,0,0,0.0
7107,08.92,2014,0,0,0,0,0.0
7108,08.92,2015,0,0,0,0,0.0
7109,08.92,2016,0,0,0,0,0.0
7110,08.92,2017,0,0,0,0,0.0
7111,08.92,2018,0,18588,0,0,0.0
7112,08.92,2019,0,481,0,0,0.0
7113,08.92,2020,0,0,0,0,0.0
7114,08.92,2021,0,0,0,0,0.0
7115,08.92,2022,0,0,0,0,0.0
7116,08.92,2023,0,0,0,0,0.0
7117,08.92,2024,0,0,0,0,0.0
7118,08.92,2025,0,0,0,0,0.0
7119,08.92,2026,0,0,0,0,0.0
7120,08.92,2027,0,0,0,0,0.0
7121,08.92,2028,0,0,0,0,0.0
7122,08.92,2029,0,0,0,0,0.0
7123,08.92,2030,0,0,0,0,0.0
4134,08.93,2005,667958,83601,0,683157,0.0
4135,08.93,2006,787539,741671,0,675306,588671.0
4136,08.93,2007,755849,720987,0,675308,620987.0
4137,08.93,2008,714540,834930,0,667080,583702.0
4138,08.93,2009,820276,983534,0,667077,655319.0
4139,08.93,2010,789026,671829,0,667076,612113.0
4140,08.93,2011,774917,775089,0,667076,668989.0
4141,08.93,2012,708538,716348,0,667076,496348.0
4142,08.93,2013,981578,794297,0,708033,377240.0
4143,08.93,2014,920342,874061,0,695727,381889.0
4144,08.93,2015,873679,727003,0,683333,385948.0
4145,08.93,2016,748077,575041,0,670859,401267.0
4146,08.93,2017,716909,871926,0,658302,414963.0
4147,08.93,2018,1071807,925812,0,645671,438948.0
4148,08.93,2019,1136050,1258363,0,632942,411888.0
4149,08.93,2020,716518,1024545,0,620185,412976.0
4150,08.93,2021,929095,1189094,0,469010,378378.0
4151,08.93,2022,0,0,0,463587,309676.0
4152,08.93,2023,0,0,0,382589,257478.0
4153,08.93,2024,0,0,0,380359,249469.0
4154,08.93,2025,0,0,0,377753,0.0
4155,08.93,2026,0,0,0,0,0.0
4156,08.93,2027,0,0,0,0,0.0
4157,08.93,2028,0,0,0,0,0.0
4158,08.93,2029,0,0,0,0,0.0
4159,08.93,2030,0,0,0,0,0.0
2262,08.99,2005,643472,23000,0,800232,0.0
2263,08.99,2006,975019,751563,0,820986,692563.0
2264,08.99,2007,887395,856696,0,820987,696696.0
2265,08.99,2008,1202053,1321004,0,720487,714022.0
2266,08.99,2009,862258,937159,0,728626,566198.0
2267,08.99,2010,908626,847308,0,728626,426841.0
2268,08.99,2011,766537,722855,0,728626,534848.0
2269,08.99,2012,1240074,1221178,0,728626,576512.0
2270,08.99,2013,718657,874254,0,1397208,553559.0
2271,08.99,2014,2493505,1490499,0,1355285,1242611.0
2272,08.99,2015,1845844,1763412,0,1359998,1270274.0
2273,08.99,2016,1545250,1462390,0,1349332,1206810.0
2274,08.99,2017,1483508,1317276,0,1323619,1232757.0
2275,08.99,2018,1390589,1388854,0,1297677,1311916.0
2276,08.99,2019,1595994,1938022,0,1293861,1317472.0
2277,08.99,2020,1752931,1721493,0,1224362,1350452.0
2278,08.99,2021,557057,1331948,0,1069812,1167238.0
2279,08.99,2022,0,0,0,1026492,1269082.0
