,nace_id,year,acquired_amount,transferred_amount,auctions,free_allocations,emissions2
2637,10.92,2016,134140,122673,0,72495,122673.0
2638,10.92,2017,119232,120935,0,63696,120935.0
2639,10.92,2018,78918,119435,0,59193,118860.0
2640,10.92,2019,125457,172497,0,44364,144519.0
2641,10.92,2020,171397,166705,0,35100,131184.0
2642,10.92,2021,128543,178861,0,18476,132740.0
2643,10.92,2022,0,0,0,16998,89082.0
2644,10.92,2023,0,0,0,16741,91748.0
2645,10.92,2024,0,0,0,14117,70751.0
2646,10.92,2025,0,0,0,14117,0.0
2647,10.92,2026,0,0,0,0,0.0
2648,10.92,2027,0,0,0,0,0.0
2649,10.92,2028,0,0,0,0,0.0
2650,10.92,2029,0,0,0,0,0.0
2651,10.92,2030,0,0,0,0,0.0
3952,11.01,2005,201046,0,0,498548,0.0
3953,11.01,2006,793846,454681,0,513713,369228.0
3954,11.01,2007,773853,507250,0,514212,465805.0
3955,11.01,2008,776077,885160,0,617375,400701.0
3956,11.01,2009,697804,706639,0,620984,585660.0
3957,11.01,2010,653613,584988,0,591922,511978.0
3958,11.01,2011,727029,616948,0,551846,463141.0
3959,11.01,2012,733376,656547,0,552230,450634.0
3960,11.01,2013,429316,997434,0,462563,468274.0
3961,11.01,2014,833819,714525,0,455133,541646.0
3962,11.01,2015,803460,711386,0,438034,551320.0
3963,11.01,2016,660944,690892,0,438619,533785.0
3964,11.01,2017,676776,767354,0,426271,533446.0
3965,11.01,2018,594824,637017,0,404947,509906.0
3966,11.01,2019,496689,747580,0,392734,410704.0
3967,11.01,2020,749520,543033,0,374101,432554.0
3968,11.01,2021,177445,486688,0,95291,350997.0
3969,11.01,2022,0,0,0,89219,138435.0
3970,11.01,2023,0,0,0,88321,133817.0
3971,11.01,2024,0,0,0,87874,154958.0
3972,11.01,2025,0,0,0,87426,0.0
3973,11.01,2026,0,0,0,0,0.0
3974,11.01,2027,0,0,0,0,0.0
3975,11.01,2028,0,0,0,0,0.0
3976,11.01,2029,0,0,0,0,0.0
3977,11.01,2030,0,0,0,0,0.0
6188,11.02,2005,7791,0,0,7791,0.0
6189,11.02,2006,5844,4104,0,5844,4104.0
6190,11.02,2007,5843,4508,0,5843,4508.0
6191,11.02,2008,3963,3842,0,3963,3842.0
6192,11.02,2009,3962,2053,0,3962,2053.0
6193,11.02,2010,3962,1910,0,3962,1910.0
6194,11.02,2011,9439,1995,0,9439,1995.0
6195,11.02,2012,7457,1538,0,7457,1538.0
6196,11.02,2013,0,21287,0,1207,1373.0
6197,11.02,2014,2287,1513,0,1080,1513.0
6198,11.02,2015,12470,7185,0,956,1394.0
6199,11.02,2016,0,25973,0,0,1026.0
6200,11.02,2017,0,0,0,0,0.0
6201,11.02,2018,0,0,0,0,0.0
6202,11.02,2019,0,0,0,0,0.0
6203,11.02,2020,0,0,0,0,0.0
6204,11.02,2021,0,0,0,0,0.0
6205,11.02,2022,0,0,0,0,0.0
6206,11.02,2023,0,0,0,0,0.0
6207,11.02,2024,0,0,0,0,0.0
6208,11.02,2025,0,0,0,0,0.0
6209,11.02,2026,0,0,0,0,0.0
6210,11.02,2027,0,0,0,0,0.0
6211,11.02,2028,0,0,0,0,0.0
6212,11.02,2029,0,0,0,0,0.0
6213,11.02,2030,0,0,0,0,0.0
4914,11.03,2005,12404,0,0,12404,0.0
4915,11.03,2006,9303,3500,0,9303,3500.0
4916,11.03,2007,25173,3388,0,9303,3388.0
4917,11.03,2008,16553,7047,0,22850,7047.0
4918,11.03,2009,22859,13643,0,59908,13643.0
4919,11.03,2010,109560,58008,0,59908,19630.0
4920,11.03,2011,59908,27567,0,59908,25002.0
4921,11.03,2012,65452,55589,0,60026,23163.0
4922,11.03,2013,20250,134204,0,3712,20800.0
4923,11.03,2014,3322,12615,0,3322,12610.0
4924,11.03,2015,3655,11173,0,2943,10839.0
4925,11.03,2016,2575,9935,0,2575,9935.0
4926,11.03,2017,2218,8117,0,2218,8117.0
4927,11.03,2018,1873,13049,0,1873,6471.0
4928,11.03,2019,0,21859,0,1539,5961.0
4929,11.03,2020,9841,3949,0,1218,3949.0
4930,11.03,2021,5892,11784,0,0,3155.0
4931,11.03,2022,0,0,0,0,0.0
4932,11.03,2023,0,0,0,0,0.0
4933,11.03,2024,0,0,0,0,0.0
4934,11.03,2025,0,0,0,0,0.0
4935,11.03,2026,0,0,0,0,0.0
4936,11.03,2027,0,0,0,0,0.0
4937,11.03,2028,0,0,0,0,0.0
4938,11.03,2029,0,0,0,0,0.0
4939,11.03,2030,0,0,0,0,0.0
5486,11.04,2005,0,0,0,5483,0.0
5487,11.04,2006,10966,5230,0,10167,0.0
5488,11.04,2007,14851,9163,0,10167,14393.0
5489,11.04,2008,15448,14645,0,10526,9973.0
5490,11.04,2009,4672,10400,0,4672,9400.0
5491,11.04,2010,4672,2333,0,4672,2333.0
5492,11.04,2011,4672,11809,0,4672,0.0
5493,11.04,2012,0,0,0,0,0.0
5494,11.04,2013,0,0,0,19060,0.0
5495,11.04,2014,37789,16126,0,18729,16126.0
5496,11.04,2015,18394,18577,0,18394,18577.0
5497,11.04,2016,18055,21292,0,18055,21292.0
5498,11.04,2017,17713,18910,0,17713,18910.0
5499,11.04,2018,18245,20249,0,17368,19372.0
5500,11.04,2019,25050,27834,0,17018,0.0
5501,11.04,2020,35677,25370,0,16667,39167.0
5502,11.04,2021,22241,17438,0,3541,17438.0
5503,11.04,2022,0,0,0,3541,17235.0
5504,11.04,2023,0,0,0,3224,16094.0
5505,11.04,2024,0,0,0,3224,16558.0
5506,11.04,2025,0,0,0,3224,0.0
5507,11.04,2026,0,0,0,0,0.0
5508,11.04,2027,0,0,0,0,0.0
5509,11.04,2028,0,0,0,0,0.0
5510,11.04,2029,0,0,0,0,0.0
5511,11.04,2030,0,0,0,0,0.0
390,11.05,2005,701974,0,0,1146161,0.0
391,11.05,2006,1627619,1223857,0,1291156,816995.0
392,11.05,2007,1535511,1182942,0,1381083,1195945.0
393,11.05,2008,2116837,1936113,0,1600275,1150208.0
394,11.05,2009,1895372,1619707,0,1599569,1273082.0
395,11.05,2010,1896442,1571481,0,1611724,1136419.0
396,11.05,2011,1977993,1663454,0,1515279,1096471.0
397,11.05,2012,1740856,1423623,0,1504400,1053834.0
398,11.05,2013,1111388,3232012,0,800018,994987.0
399,11.05,2014,1523971,1034971,0,709898,853553.0
400,11.05,2015,972949,1152955,0,611408,807545.0
401,11.05,2016,804117,846993,0,530203,798328.0
402,11.05,2017,553150,952555,0,462861,794364.0
403,11.05,2018,668212,856665,0,388423,778244.0
404,11.05,2019,774461,1318480,0,324825,780750.0
405,11.05,2020,737210,938341,0,255062,721260.0
406,11.05,2021,818652,746277,0,145336,628444.0
407,11.05,2022,0,0,0,135940,540642.0
408,11.05,2023,0,0,0,122018,492472.0
409,11.05,2024,0,0,0,117031,426097.0
410,11.05,2025,0,0,0,116663,0.0
411,11.05,2026,0,0,0,0,0.0
412,11.05,2027,0,0,0,0,0.0
413,11.05,2028,0,0,0,0,0.0
414,11.05,2029,0,0,0,0,0.0
415,11.05,2030,0,0,0,0,0.0
3692,11.06,2005,177261,0,0,196482,0.0
3693,11.06,2006,201206,193716,0,176371,202905.0
3694,11.06,2007,180128,175602,0,176371,189029.0
3695,11.06,2008,361322,345201,0,215400,172392.0
3696,11.06,2009,239114,209815,0,227339,195210.0
3697,11.06,2010,260784,223960,0,235658,150769.0
3698,11.06,2011,335262,263902,0,327988,178764.0
3699,11.06,2012,396897,243948,0,340918,214291.0
3700,11.06,2013,135309,493319,0,299961,217257.0
3701,11.06,2014,670737,393590,0,285540,287620.0
3702,11.06,2015,322811,376799,0,254722,294719.0
3703,11.06,2016,289446,297627,0,250044,257380.0
3704,11.06,2017,318388,307723,0,253126,258726.0
3705,11.06,2018,310538,349657,0,259319,273081.0
3706,11.06,2019,289516,424164,0,288013,303972.0
3707,11.06,2020,501291,454936,0,283540,345755.0
3708,11.06,2021,236293,475796,0,164008,312795.0
3709,11.06,2022,0,0,0,154516,227241.0
3710,11.06,2023,0,0,0,142814,177135.0
3711,11.06,2024,0,0,0,141396,139502.0
3712,11.06,2025,0,0,0,140962,0.0
3713,11.06,2026,0,0,0,0,0.0
3714,11.06,2027,0,0,0,0,0.0
3715,11.06,2028,0,0,0,0,0.0
3716,11.06,2029,0,0,0,0,0.0
3717,11.06,2030,0,0,0,0,0.0
3718,11.07,2005,37992,0,0,48542,0.0
3719,11.07,2006,58881,47429,0,53193,36112.0
3720,11.07,2007,76826,43686,0,53525,52003.0
3721,11.07,2008,206705,217801,0,112517,81083.0
3722,11.07,2009,130641,97099,0,119994,78471.0
3723,11.07,2010,121099,85890,0,149857,69768.0
3724,11.07,2011,249479,144396,0,173830,86621.0
3725,11.07,2012,191087,179987,0,173901,106174.0
3726,11.07,2013,52106,287431,0,48139,123392.0
3727,11.07,2014,129172,127352,0,43083,109716.0
3728,11.07,2015,81370,113878,0,33418,100765.0
3729,11.07,2016,91024,130538,0,24943,100361.0
3730,11.07,2017,62332,103366,0,21490,95714.0
3731,11.07,2018,71447,110687,0,18147,89619.0
3732,11.07,2019,105867,119708,0,10969,88528.0
3733,11.07,2020,91244,61134,0,5838,61134.0
3734,11.07,2021,30662,52116,0,1526,48320.0
3735,11.07,2022,0,0,0,0,17874.0
3736,11.07,2023,0,0,0,0,9632.0
3737,11.07,2024,0,0,0,0,8749.0
3738,11.07,2025,0,0,0,0,0.0
3739,11.07,2026,0,0,0,0,0.0
3740,11.07,2027,0,0,0,0,0.0
3741,11.07,2028,0,0,0,0,0.0
3742,11.07,2029,0,0,0,0,0.0
3743,11.07,2030,0,0,0,0,0.0
1534,12.00,2005,101151,11000,0,115146,0.0
1535,12.00,2006,110741,148651,0,130133,42678.0
1536,12.00,2007,173520,107529,0,130133,122606.0
1537,12.00,2008,167418,189101,0,120409,72124.0
1538,12.00,2009,140442,134016,0,130165,98991.0
1539,12.00,2010,148307,135896,0,130130,94196.0
1540,12.00,2011,178006,164487,0,136423,101036.0
1541,12.00,2012,184725,129060,0,124742,86369.0
1542,12.00,2013,66272,176129,0,115569,89636.0
1543,12.00,2014,221159,137080,0,103428,100855.0
1544,12.00,2015,121446,130084,0,91608,85165.0
1545,12.00,2016,67176,85089,0,62176,71265.0
1546,12.00,2017,39195,65174,0,39195,47105.0
1547,12.00,2018,43990,58552,0,33096,28483.0
1548,12.00,2019,55487,50954,0,27195,25260.0
1549,12.00,2020,19733,19700,0,19733,17112.0
1550,12.00,2021,0,41136,0,7853,12432.0
1551,12.00,2022,0,0,0,9233,13556.0
1552,12.00,2023,0,0,0,9512,14268.0
1553,12.00,2024,0,0,0,11084,17915.0
1554,12.00,2025,0,0,0,11084,0.0
1555,12.00,2026,0,0,0,0,0.0
1556,12.00,2027,0,0,0,0,0.0
1557,12.00,2028,0,0,0,0,0.0
1558,12.00,2029,0,0,0,0,0.0
1559,12.00,2030,0,0,0,0,0.0
1560,13.10,2005,89369,8500,0,208586,0.0
1561,13.10,2006,327242,279234,0,217828,116844.0
1562,13.10,2007,252943,192617,0,217267,234970.0
1563,13.10,2008,272504,330523,0,190209,153137.0
1564,13.10,2009,192995,164376,0,186620,116522.0
1565,13.10,2010,156903,158170,0,125394,72449.0
1566,13.10,2011,145252,94904,0,125181,67214.0
1567,13.10,2012,123686,109309,0,107044,56937.0
1568,13.10,2013,16848,159295,0,32746,45891.0
1569,13.10,2014,88204,49153,0,32164,23495.0
1570,13.10,2015,33507,31884,0,33723,19956.0
1571,13.10,2016,36649,23213,0,37311,23213.0
1572,13.10,2017,34153,140644,0,34155,29213.0
1573,13.10,2018,48776,31970,0,32432,25630.0
1574,13.10,2019,32833,38736,0,32833,26315.0
1575,13.10,2020,32692,24225,0,32169,23225.0
1576,13.10,2021,1643,22586,0,10920,15276.0
1577,13.10,2022,0,0,0,6541,18886.0
1578,13.10,2023,0,0,0,969,8084.0
1579,13.10,2024,0,0,0,718,829.0
1580,13.10,2025,0,0,0,718,0.0
1581,13.10,2026,0,0,0,0,0.0
1582,13.10,2027,0,0,0,0,0.0
1583,13.10,2028,0,0,0,0,0.0
1584,13.10,2029,0,0,0,0,0.0
1585,13.10,2030,0,0,0,0,0.0
1092,13.20,2005,132435,0,0,271741,0.0
1093,13.20,2006,256722,221548,0,268458,106931.0
1094,13.20,2007,300691,183026,0,267253,176246.0
1095,13.20,2008,142564,256891,0,165047,170189.0
1096,13.20,2009,173488,162645,0,164260,104389.0
1097,13.20,2010,193347,137262,0,152247,99412.0
1098,13.20,2011,155749,156373,0,140980,94083.0
1099,13.20,2012,154393,138429,0,128303,80880.0
1100,13.20,2013,32071,209171,0,87217,74757.0
1101,13.20,2014,189600,126051,0,86575,77045.0
1102,13.20,2015,94924,83090,0,85031,67305.0
1103,13.20,2016,57229,68246,0,69761,65817.0
1104,13.20,2017,66721,57813,0,62905,57590.0
1105,13.20,2018,55649,60041,0,61685,51489.0
1106,13.20,2019,55031,68383,0,53119,47482.0
1107,13.20,2020,54143,55147,0,52036,36947.0
1108,13.20,2021,14724,46861,0,39562,27529.0
1109,13.20,2022,0,0,0,35276,29293.0
1110,13.20,2023,0,0,0,28127,30842.0
1111,13.20,2024,0,0,0,30298,26677.0
1112,13.20,2025,0,0,0,30156,0.0
1113,13.20,2026,0,0,0,0,0.0
1114,13.20,2027,0,0,0,0,0.0
1115,13.20,2028,0,0,0,0,0.0
1116,13.20,2029,0,0,0,0,0.0
1117,13.20,2030,0,0,0,0,0.0
2340,13.30,2005,362702,29000,0,763032,0.0
2341,13.30,2006,1179088,796710,0,798088,396943.0
2342,13.30,2007,877287,667457,0,797480,699702.0
2343,13.30,2008,1040794,1255149,0,781225,788522.0
2344,13.30,2009,873725,802772,0,781400,553347.0
2345,13.30,2010,824876,726530,0,756230,417344.0
2346,13.30,2011,817466,753322,0,732489,482293.0
2347,13.30,2012,1029382,979103,0,761557,422688.0
2348,13.30,2013,263155,1068330,0,438286,350221.0
2349,13.30,2014,868106,563288,0,386576,382401.0
2350,13.30,2015,474463,552863,0,348124,410218.0
2351,13.30,2016,380153,401827,0,334824,341989.0
2352,13.30,2017,390120,567785,0,325440,321252.0
2353,13.30,2018,315205,382495,0,313991,296816.0
2354,13.30,2019,350967,381610,0,292569,333001.0
2355,13.30,2020,335764,443895,0,267111,300973.0
2356,13.30,2021,166407,282172,0,112674,207412.0
2357,13.30,2022,0,0,0,103734,174137.0
2358,13.30,2023,0,0,0,84829,138481.0
2359,13.30,2024,0,0,0,62930,85679.0
2360,13.30,2025,0,0,0,62835,0.0
2361,13.30,2026,0,0,0,0,0.0
2362,13.30,2027,0,0,0,0,0.0
2363,13.30,2028,0,0,0,0,0.0
2364,13.30,2029,0,0,0,0,0.0
2365,13.30,2030,0,0,0,0,0.0
5824,13.91,2005,22474,0,0,49972,0.0
5825,13.91,2006,77470,55476,0,49972,45394.0
5826,13.91,2007,49972,37719,0,49972,37719.0
5827,13.91,2008,46135,69017,0,41006,39600.0
5828,13.91,2009,51593,42637,0,41006,32461.0
5829,13.91,2010,39155,47588,0,34522,25884.0
5830,13.91,2011,32792,31220,0,34522,22220.0
5831,13.91,2012,47442,60462,0,34522,19823.0
5832,13.91,2013,13005,48898,0,17706,14772.0
5833,13.91,2014,12779,38153,0,17398,8998.0
5834,13.91,2015,12550,8684,0,12550,8684.0
5835,13.91,2016,6160,5098,0,6160,5098.0
5836,13.91,2017,6043,5851,0,6043,5851.0
5837,13.91,2018,12085,12320,0,5925,6160.0
5838,13.91,2019,24430,15388,0,5806,6076.0
5839,13.91,2020,5686,5661,0,5686,5661.0
5840,13.91,2021,1405,5260,0,1406,5260.0
5841,13.91,2022,0,0,0,1406,6275.0
5842,13.91,2023,0,0,0,1406,5396.0
5843,13.91,2024,0,0,0,0,3124.0
5844,13.91,2025,0,0,0,0,0.0
5845,13.91,2026,0,0,0,0,0.0
5846,13.91,2027,0,0,0,0,0.0
5847,13.91,2028,0,0,0,0,0.0
5848,13.91,2029,0,0,0,0,0.0
5849,13.91,2030,0,0,0,0,0.0
4420,13.92,2005,9551,0,0,14684,0.0
4421,13.92,2006,19321,10675,0,14188,10675.0
4422,13.92,2007,13692,9566,0,13692,9566.0
4423,13.92,2008,5033,8597,0,5033,8597.0
4424,13.92,2009,5033,4956,0,5033,4956.0
4425,13.92,2010,8999,10143,0,5033,4681.0
4426,13.92,2011,5033,4201,0,5033,4201.0
4427,13.92,2012,5033,3541,0,5033,3541.0
4428,13.92,2013,425,6715,0,0,3425.0
4429,13.92,2014,0,2800,0,0,0.0
4430,13.92,2015,0,0,0,0,0.0
4431,13.92,2016,0,0,0,0,0.0
4432,13.92,2017,0,0,0,0,0.0
4433,13.92,2018,0,0,0,0,0.0
4434,13.92,2019,0,0,0,0,0.0
4435,13.92,2020,0,0,0,0,0.0
4436,13.92,2021,0,0,0,0,0.0
4437,13.92,2022,0,0,0,0,0.0
4438,13.92,2023,0,0,0,0,0.0
4439,13.92,2024,0,0,0,0,0.0
4440,13.92,2025,0,0,0,0,0.0
4441,13.92,2026,0,0,0,0,0.0
4442,13.92,2027,0,0,0,0,0.0
4443,13.92,2028,0,0,0,0,0.0
4444,13.92,2029,0,0,0,0,0.0
4445,13.92,2030,0,0,0,0,0.0
1274,13.93,2005,81265,0,0,126952,0.0
1275,13.93,2006,170682,133077,0,124995,94589.0
1276,13.93,2007,128994,113904,0,124994,99464.0
1277,13.93,2008,127393,163915,0,96173,89616.0
1278,13.93,2009,111742,126242,0,96170,67022.0
1279,13.93,2010,97205,101617,0,90776,50359.0
1280,13.93,2011,98409,76219,0,90774,47584.0
1281,13.93,2012,151515,126756,0,82170,38633.0
1282,13.93,2013,3496,117706,0,85138,37710.0
1283,13.93,2014,172038,66519,0,88520,63826.0
1284,13.93,2015,83539,78667,0,88751,70923.0
1285,13.93,2016,133818,114673,0,85158,75778.0
1286,13.93,2017,85027,76169,0,83560,76169.0
1287,13.93,2018,81945,74916,0,81945,73449.0
1288,13.93,2019,128169,183907,0,75386,69828.0
1289,13.93,2020,84684,71554,0,73853,65396.0
1290,13.93,2021,17122,81838,0,31902,53345.0
1291,13.93,2022,0,0,0,25005,51558.0
1292,13.93,2023,0,0,0,23154,33448.0
1293,13.93,2024,0,0,0,23154,29422.0
1294,13.93,2025,0,0,0,23154,0.0
1295,13.93,2026,0,0,0,0,0.0
1296,13.93,2027,0,0,0,0,0.0
1297,13.93,2028,0,0,0,0,0.0
1298,13.93,2029,0,0,0,0,0.0
1299,13.93,2030,0,0,0,0,0.0
2574,13.95,2005,0,0,0,116776,0.0
2575,13.95,2006,233552,105435,0,116776,68925.0
2576,13.95,2007,116776,87032,0,116776,82685.0
2577,13.95,2008,181199,306511,0,99239,80820.0
2578,13.95,2009,121924,95224,0,112657,75257.0
2579,13.95,2010,170257,134192,0,112658,66262.0
2580,13.95,2011,119002,73894,0,112658,67550.0
2581,13.95,2012,125127,118234,0,112658,60765.0
2582,13.95,2013,114481,155805,0,125069,67576.0
2583,13.95,2014,240484,144772,0,122281,105105.0
2584,13.95,2015,136093,135581,0,119485,94955.0
2585,13.95,2016,116696,111953,0,116696,88028.0
2586,13.95,2017,113899,112153,0,113899,89428.0
2587,13.95,2018,124792,143118,0,111107,94356.0
2588,13.95,2019,104086,148620,0,103778,84063.0
2589,13.95,2020,112151,104454,0,109647,78236.0
2590,13.95,2021,28313,135402,0,92761,75423.0
2591,13.95,2022,0,0,0,92761,81734.0
2592,13.95,2023,0,0,0,93916,70906.0
2593,13.95,2024,0,0,0,82448,57787.0
2594,13.95,2025,0,0,0,82448,0.0
2595,13.95,2026,0,0,0,0,0.0
2596,13.95,2027,0,0,0,0,0.0
2597,13.95,2028,0,0,0,0,0.0
2598,13.95,2029,0,0,0,0,0.0
2599,13.95,2030,0,0,0,0,0.0
7306,13.96,2005,5320,0,0,5320,0.0
7307,13.96,2006,5320,4757,0,5320,4757.0
7308,13.96,2007,5320,5082,0,5320,5082.0
7309,13.96,2008,12974,6121,0,12974,4701.0
7310,13.96,2009,12974,9720,0,12974,9720.0
7311,13.96,2010,12974,21607,0,12974,4107.0
7312,13.96,2011,17975,17167,0,12975,5167.0
7313,13.96,2012,12975,3931,0,12975,3931.0
7314,13.96,2013,0,17447,0,4390,3826.0
7315,13.96,2014,8703,3469,0,3104,3469.0
7316,13.96,2015,4236,2430,0,3048,2430.0
7317,13.96,2016,0,20661,0,0,2329.0
7318,13.96,2017,0,0,0,0,0.0
7319,13.96,2018,0,0,0,0,0.0
7320,13.96,2019,0,0,0,0,0.0
7321,13.96,2020,0,0,0,0,0.0
7322,13.96,2021,0,0,0,0,0.0
7323,13.96,2022,0,0,0,0,0.0
7324,13.96,2023,0,0,0,0,0.0
7325,13.96,2024,0,0,0,0,0.0
7326,13.96,2025,0,0,0,0,0.0
7327,13.96,2026,0,0,0,0,0.0
7328,13.96,2027,0,0,0,0,0.0
7329,13.96,2028,0,0,0,0,0.0
7330,13.96,2029,0,0,0,0,0.0
7331,13.96,2030,0,0,0,0,0.0
3770,13.99,2005,53570,0,0,109480,0.0
3771,13.99,2006,205857,134804,0,109481,59537.0
3772,13.99,2007,123214,96329,0,109481,88531.0
3773,13.99,2008,177256,158304,0,99680,69547.0
3774,13.99,2009,64470,99433,0,56970,59005.0
3775,13.99,2010,56970,54478,0,56970,33682.0
3776,13.99,2011,54559,56578,0,52189,28188.0
3777,13.99,2012,73853,60502,0,54199,28155.0
3778,13.99,2013,31489,99338,0,15845,25416.0
3779,13.99,2014,31757,46301,0,15579,24745.0
3780,13.99,2015,33761,27351,0,12448,23669.0
3781,13.99,2016,10448,26954,0,12221,23011.0
3782,13.99,2017,16680,19308,0,9244,21191.0
3783,13.99,2018,26193,18162,0,9066,18162.0
3784,13.99,2019,8887,19796,0,8887,19796.0
3785,13.99,2020,20223,22798,0,8707,20790.0
3786,13.99,2021,10007,17207,0,8271,16747.0
3787,13.99,2022,0,0,0,8271,10312.0
3788,13.99,2023,0,0,0,8632,14292.0
3789,13.99,2024,0,0,0,11717,6967.0
3790,13.99,2025,0,0,0,11717,0.0
3791,13.99,2026,0,0,0,0,0.0
3792,13.99,2027,0,0,0,0,0.0
3793,13.99,2028,0,0,0,0,0.0
3794,13.99,2029,0,0,0,0,0.0
3795,13.99,2030,0,0,0,0,0.0
7176,14.12,2005,0,0,0,800,0.0
7177,14.12,2006,1600,340,0,800,340.0
7178,14.12,2007,800,179,0,800,179.0
7179,14.12,2008,680,340,0,340,0.0
7180,14.12,2009,340,680,0,340,0.0
7181,14.12,2010,340,0,0,340,0.0
7182,14.12,2011,340,680,0,340,0.0
7183,14.12,2012,0,0,0,0,0.0
7184,14.12,2013,0,0,0,0,0.0
7185,14.12,2014,0,0,0,0,0.0
7186,14.12,2015,0,0,0,0,0.0
7187,14.12,2016,0,0,0,0,0.0
7188,14.12,2017,0,0,0,0,0.0
7189,14.12,2018,0,0,0,0,0.0
7190,14.12,2019,0,0,0,0,0.0
7191,14.12,2020,0,0,0,0,0.0
7192,14.12,2021,0,0,0,0,0.0
7193,14.12,2022,0,0,0,0,0.0
7194,14.12,2023,0,0,0,0,0.0
7195,14.12,2024,0,0,0,0,0.0
7196,14.12,2025,0,0,0,0,0.0
7197,14.12,2026,0,0,0,0,0.0
7198,14.12,2027,0,0,0,0,0.0
7199,14.12,2028,0,0,0,0,0.0
7200,14.12,2029,0,0,0,0,0.0
7201,14.12,2030,0,0,0,0,0.0
5746,14.13,2005,6916,0,0,150267,0.0
5747,14.13,2006,429962,306480,0,150265,14409.0
5748,14.13,2007,220265,36183,0,150265,44893.0
5749,14.13,2008,48522,352615,0,42087,25599.0
5750,14.13,2009,42097,48545,0,42087,13142.0
5751,14.13,2010,29372,32897,0,29372,2744.0
5752,14.13,2011,25435,25824,0,25435,1276.0
5753,14.13,2012,19545,19560,0,25435,10.0
5754,14.13,2013,0,10,0,17,8.0
5755,14.13,2014,21505,21507,0,0,0.0
5756,14.13,2015,0,0,0,0,0.0
5757,14.13,2016,0,0,0,0,0.0
5758,14.13,2017,0,0,0,0,0.0
5759,14.13,2018,0,0,0,0,0.0
5760,14.13,2019,0,0,0,0,0.0
5761,14.13,2020,0,0,0,0,0.0
5762,14.13,2021,0,0,0,0,0.0
5763,14.13,2022,0,0,0,0,0.0
5764,14.13,2023,0,0,0,0,0.0
5765,14.13,2024,0,0,0,0,0.0
5766,14.13,2025,0,0,0,0,0.0
5767,14.13,2026,0,0,0,0,0.0
5768,14.13,2027,0,0,0,0,0.0
5769,14.13,2028,0,0,0,0,0.0
5770,14.13,2029,0,0,0,0,0.0
5771,14.13,2030,0,0,0,0,0.0
1742,14.14,2005,5924,0,0,5924,0.0
1743,14.14,2006,5924,5634,0,5924,0.0
1744,14.14,2007,5924,5562,0,5924,11196.0
1745,14.14,2008,11980,10745,0,5990,4755.0
1746,14.14,2009,5990,10383,0,5990,4393.0
1747,14.14,2010,5990,3945,0,5990,3945.0
1748,14.14,2011,5990,4491,0,5990,4491.0
1749,14.14,2012,5990,4179,0,5990,4179.0
1750,14.14,2013,0,6952,0,5666,4310.0
1751,14.14,2014,11234,4993,0,5568,4993.0
1752,14.14,2015,5469,4214,0,5469,4214.0
1753,14.14,2016,5368,4493,0,5368,4493.0
1754,14.14,2017,5267,4744,0,5267,4744.0
1755,14.14,2018,5164,4588,0,5164,4588.0
1756,14.14,2019,5060,17172,0,5060,4348.0
1757,14.14,2020,0,0,0,0,2680.0
1758,14.14,2021,0,0,0,0,0.0
1759,14.14,2022,0,0,0,0,0.0
1760,14.14,2023,0,0,0,0,0.0
1761,14.14,2024,0,0,0,0,0.0
1762,14.14,2025,0,0,0,0,0.0
1763,14.14,2026,0,0,0,0,0.0
1764,14.14,2027,0,0,0,0,0.0
1765,14.14,2028,0,0,0,0,0.0
1766,14.14,2029,0,0,0,0,0.0
1767,14.14,2030,0,0,0,0,0.0
1898,14.19,2005,10193,9000,0,17471,0.0
1899,14.19,2006,24749,5834,0,17471,0.0
1900,14.19,2007,17471,5101,0,17471,10935.0
1901,14.19,2008,19415,32215,0,13565,16210.0
1902,14.19,2009,13565,13443,0,13565,5943.0
1903,14.19,2010,13565,4824,0,13565,4824.0
1904,14.19,2011,13565,4215,0,13565,4215.0
1905,14.19,2012,13565,12445,0,13565,2945.0
1906,14.19,2013,0,32898,0,2486,2858.0
1907,14.19,2014,4929,1590,0,2443,1590.0
1908,14.19,2015,2399,1305,0,2399,1305.0
1909,14.19,2016,2355,1625,0,2355,1625.0
1910,14.19,2017,2310,1605,0,2310,1605.0
1911,14.19,2018,0,1172,0,0,1172.0
1912,14.19,2019,8486,42677,0,0,0.0
1913,14.19,2020,0,0,0,0,0.0
1914,14.19,2021,0,0,0,0,0.0
1915,14.19,2022,0,0,0,0,0.0
1916,14.19,2023,0,0,0,0,0.0
1917,14.19,2024,0,0,0,0,0.0
1918,14.19,2025,0,0,0,0,0.0
1919,14.19,2026,0,0,0,0,0.0
1920,14.19,2027,0,0,0,0,0.0
1921,14.19,2028,0,0,0,0,0.0
1922,14.19,2029,0,0,0,0,0.0
1923,14.19,2030,0,0,0,0,0.0
5668,14.31,2005,0,0,0,12486,0.0
5669,14.31,2006,24972,3663,0,12486,0.0
5670,14.31,2007,12486,3460,0,12486,7123.0
5671,14.31,2008,7124,33897,0,3562,3400.0
5672,14.31,2009,0,3562,0,0,3491.0
5673,14.31,2010,0,0,0,0,0.0
5674,14.31,2011,0,0,0,0,0.0
5675,14.31,2012,0,0,0,0,0.0
5676,14.31,2013,0,0,0,0,0.0
5677,14.31,2014,0,0,0,0,0.0
5678,14.31,2015,0,0,0,0,0.0
5679,14.31,2016,0,0,0,0,0.0
5680,14.31,2017,0,0,0,0,0.0
5681,14.31,2018,0,0,0,0,0.0
