,Unnamed: 0,InVolReg,OutVolReg,TVolFin,WalletReg,WalletFin,Date,Price,Coal_price_EU,Ngas_price_EU,Oil_price_EU,HDD,CDD,ESI,IPI,InVolReg_lag1,InVolReg_lag2,OutVolReg_lag1,OutVolReg_lag2,OutVolFin_lag2,TVolFin_lag1,WalletReg_lag1,WalletReg_lag2,Price_lag1,Price_lag2,Coal_price_EU_lag1,Coal_price_EU_lag2,Ngas_price_EU_lag1,Ngas_price_EU_lag2,Oil_price_EU_lag1,Oil_price_EU_lag2,HDD_lag2,CDD_lag1,CDD_lag2,ESI_lag1,ESI_lag2,IPI_lag1,IPI_lag2
10,12,-0.9897500603183182,-0.6916326252683334,0.6931471805599453,18.851071484654103,15.2064700205573,2014-01-01,0.065485042741602,-0.0150177129938455,0.0073510659678062,-0.0177404709443962,0.102473288824143,0.0,0.0012383567387086,-0.0199342149008172,2.6126317383447635,0.0565771168318036,0.993551324594792,-0.0823136889284477,0.6931471805599453,9.66459564425378,18.56004943510135,14.99291985566852,0.048638660495178,-0.0456037568000242,0.0055349659940171,0.0261180548117856,-0.0029814485790966,0.0105364032462822,0.0063742699690196,-0.0018752982175902,0.5683928056055745,-0.004987541511039,-0.1477335455066248,-0.0025984797415405,0.0076972798255656,-0.0315687890397713,0.0156598261372193
11,13,2.064297841779726,0.3062163109445741,0.6931471805599453,20.078184590745742,15.2064700205573,2014-02-01,0.1376619230738121,-0.0401406674569431,-0.0204625336018438,0.0072027689280789,-0.2829439209011486,0.0,-0.0044438145089529,-0.0350014389034125,-0.9897500603183182,2.6126317383447635,-0.6916326252683334,0.993551324594792,8.971575439759016,0.6931471805599453,18.851071484654103,18.56004943510135,0.065485042741602,0.048638660495178,-0.0150177129938455,0.0055349659940171,0.0073510659678062,-0.0029814485790966,-0.0177404709443962,0.0063742699690196,0.2409187247891369,0.0,-0.004987541511039,0.0012383567387086,-0.0025984797415405,-0.0199342149008172,-0.0315687890397713
12,14,-0.9146773427091012,1.437875514899801,0.6931471805599453,20.2507099213872,15.2064700205573,2014-03-01,-0.222525440652725,-0.0283370826291076,-0.0349603013569082,-0.0192920181596596,-0.1092247401715305,0.0,0.0043920335011806,0.0086505729760091,2.064297841779726,-0.9897500603183182,0.3062163109445741,-0.6916326252683334,0.6931471805599453,0.6931471805599453,20.078184590745742,18.851071484654103,0.1376619230738121,0.065485042741602,-0.0401406674569431,-0.0150177129938455,-0.0204625336018438,0.0073510659678062,0.0072027689280789,-0.0177404709443962,0.102473288824143,0.0,0.0,-0.0044438145089529,0.0012383567387086,-0.0350014389034125,-0.0199342149008172
13,15,0.534215227321809,2.2658922851192216,0.6931471805599453,19.694691368016613,15.2064700205573,2014-04-01,0.0753577425792122,-0.0034357398142859,-0.0090845044290173,0.0033963471377722,-0.3919603426074589,0.009950330853168,-0.0087947874203875,0.0516162396511354,-0.9146773427091012,2.064297841779726,1.437875514899801,0.3062163109445741,0.6931471805599453,0.6931471805599453,20.2507099213872,20.078184590745742,-0.222525440652725,0.1376619230738121,-0.0283370826291076,-0.0401406674569431,-0.0349603013569082,-0.0204625336018438,-0.0192920181596596,0.0072027689280789,-0.2829439209011486,0.0,0.0,0.0043920335011806,-0.0044438145089529,0.0086505729760091,-0.0350014389034125
14,16,-2.950257500191153,-3.389331118649107,0.6931471805599453,19.68224544048626,15.2064700205573,2014-05-01,-0.0340003610231258,0.0096400846504334,-0.0308544264753343,0.0178736218855561,-0.3773624935737896,0.1210779315532359,0.001252340415375,0.0138101301262176,0.534215227321809,-0.9146773427091012,2.2658922851192216,1.437875514899801,0.6931471805599453,0.6931471805599453,19.694691368016613,20.2507099213872,0.0753577425792122,-0.222525440652725,-0.0034357398142859,-0.0283370826291076,-0.0090845044290173,-0.0349603013569082,0.0033963471377722,-0.0192920181596596,-0.1092247401715305,0.009950330853168,0.0,-0.0087947874203875,0.0043920335011806,0.0516162396511354,0.0086505729760091
15,17,-0.298411259150857,0.2588990670379552,0.6931471805599453,19.64405115532956,15.2064700205573,2014-06-01,0.0724125775684765,-0.0110055250543084,-0.0223070592743623,0.0232752527168376,-0.7951574499706524,1.4923125551966878,-0.000631503497817,-0.0117672284964172,-2.950257500191153,0.534215227321809,-3.389331118649107,2.2658922851192216,0.6931471805599453,0.6931471805599453,19.68224544048626,19.694691368016613,-0.0340003610231258,0.0753577425792122,0.0096400846504334,-0.0034357398142859,-0.0308544264753343,-0.0090845044290173,0.0178736218855561,0.0033963471377722,-0.3919603426074589,0.1210779315532359,0.009950330853168,0.001252340415375,-0.0087947874203875,0.0138101301262176,0.0516162396511354
16,18,0.0205802260360989,-0.7049321506246926,0.6931471805599453,19.64008646285909,15.2064700205573,2014-07-01,0.0343303812837483,-0.0188454204114991,-0.032611848709966,-0.0315881549416507,-1.2263839869842292,0.8076374901593528,0.0012582563562517,-0.0114943794257351,-0.298411259150857,-2.950257500191153,0.2588990670379552,-3.389331118649107,0.6931471805599453,0.6931471805599453,19.64405115532956,19.68224544048626,0.0724125775684765,-0.0340003610231258,-0.0110055250543084,0.0096400846504334,-0.0223070592743623,-0.0308544264753343,0.0232752527168376,0.0178736218855561,-0.3773624935737896,1.4923125551966878,0.1210779315532359,-0.000631503497817,0.001252340415375,-0.0117672284964172,0.0138101301262176
17,19,-0.4902383527966965,-0.2535842153214229,0.6931471805599453,19.63171023122108,15.2064700205573,2014-08-01,0.016733107288704,0.0103806496967884,0.0016539734588101,-0.0244584316342377,0.8648513632319323,0.11963805205359,-0.0044265824573566,0.0086331471447023,0.0205802260360989,-0.298411259150857,-0.7049321506246926,0.2588990670379552,0.6931471805599453,0.6931471805599453,19.64008646285909,19.64405115532956,0.0343303812837483,0.0724125775684765,-0.0188454204114991,-0.0110055250543084,-0.032611848709966,-0.0223070592743623,-0.0315881549416507,0.0232752527168376,-0.7951574499706524,0.8076374901593528,1.4923125551966878,0.0012582563562517,-0.000631503497817,-0.0114943794257351,-0.0117672284964172
18,20,0.3473287906151245,0.3517809183497338,0.6931471805599453,19.62000175645203,15.2064700205573,2014-09-01,-0.0501447930553795,-0.0068868555368757,0.0285269561249439,-0.0109364808456522,0.5890627408179445,-1.232868541231254,-0.0006628478838139,-0.0160927756026421,-0.4902383527966965,0.0205802260360989,-0.2535842153214229,-0.7049321506246926,0.6931471805599453,0.6931471805599453,19.63171023122108,19.64008646285909,0.016733107288704,0.0343303812837483,0.0103806496967884,-0.0188454204114991,0.0016539734588101,-0.032611848709966,-0.0244584316342377,-0.0315881549416507,-1.2263839869842292,0.11963805205359,0.8076374901593528,-0.0044265824573566,0.0012582563562517,0.0086331471447023,-0.0114943794257351
19,21,0.3915753691534682,-0.2516847025650932,0.6931471805599453,19.62964908080219,15.2064700205573,2014-10-01,0.0466452269291153,-0.0088353140661761,0.0502897413719489,-0.0689130317883295,0.7884278854596927,-1.0288165267325675,0.0101712663575783,-0.0079348923326563,0.3473287906151245,-0.4902383527966965,0.3517809183497338,-0.2535842153214229,0.6931471805599453,0.6931471805599453,19.62000175645203,19.63171023122108,-0.0501447930553795,0.016733107288704,-0.0068868555368757,0.0103806496967884,0.0285269561249439,0.0016539734588101,-0.0109364808456522,-0.0244584316342377,0.8648513632319323,-1.232868541231254,0.11963805205359,-0.0006628478838139,-0.0044265824573566,-0.0160927756026421,0.0086331471447023
20,22,0.1705603087711509,0.4335068402475102,0.6931471805599453,19.63081299090461,15.2064700205573,2014-11-01,0.0595413936910165,-0.0012673043484037,-0.052767654944517,-0.0668296796400369,0.5164787051438315,-0.2839437503411738,-0.0025497738469741,-0.0130831155022201,0.3915753691534682,0.3473287906151245,-0.2516847025650932,0.3517809183497338,0.6931471805599453,0.6931471805599453,19.62964908080219,19.62000175645203,0.0466452269291153,-0.0501447930553795,-0.0088353140661761,-0.0068868555368757,0.0502897413719489,0.0285269561249439,-0.0689130317883295,-0.0109364808456522,0.5890627408179445,-1.0288165267325675,-1.232868541231254,0.0101712663575783,-0.0006628478838139,-0.0079348923326563,-0.0160927756026421
21,23,1.6495630977242255,1.0014323530322322,0.6931471805599453,19.7460285331542,15.2064700205573,2014-12-01,0.0171924005403729,0.0051090851463024,0.0760266861735154,-0.1542234588420559,0.3532134071023076,-0.004987541511039,-0.0006359208839867,0.0255832782664517,0.1705603087711509,0.3915753691534682,0.4335068402475102,-0.2516847025650932,0.6931471805599453,0.6931471805599453,19.63081299090461,19.62964908080219,0.0595413936910165,0.0466452269291153,-0.0012673043484037,-0.0088353140661761,-0.052767654944517,0.0502897413719489,-0.0668296796400369,-0.0689130317883295,0.7884278854596927,-0.2839437503411738,-1.0288165267325675,-0.0025497738469741,0.0101712663575783,-0.0130831155022201,-0.0079348923326563
22,24,-0.9207324145752231,-0.7754464748689394,0.6931471805599453,19.78138007148501,15.2064700205573,2015-01-01,-0.0138947883188165,0.0232286449485963,-0.0010560683865126,-0.1324242022599913,0.06322133632304,0.0,0.0050393681744838,0.0139804908654941,1.6495630977242255,0.1705603087711509,1.0014323530322322,0.4335068402475102,0.6931471805599453,0.6931471805599453,19.7460285331542,19.63081299090461,0.0171924005403729,0.0595413936910165,0.0051090851463024,-0.0012673043484037,0.0760266861735154,-0.052767654944517,-0.1542234588420559,-0.0668296796400369,0.5164787051438315,-0.004987541511039,-0.2839437503411738,-0.0006359208839867,-0.0025497738469741,0.0255832782664517,-0.0130831155022201
23,25,2.206546934715089,0.112824229998111,0.6931471805599453,20.31739712089952,15.2064700205573,2015-02-01,0.0016447372128784,0.0787334374087747,-0.0608601224502662,0.1390510202266277,-0.131812830772632,0.0,0.0049449275262825,-0.0143946552946907,-0.9207324145752231,1.6495630977242255,-0.7754464748689394,1.0014323530322322,0.6931471805599453,0.6931471805599453,19.78138007148501,19.7460285331542,-0.0138947883188165,0.0171924005403729,0.0232286449485963,0.0051090851463024,-0.0010560683865126,0.0760266861735154,-0.1324242022599913,-0.1542234588420559,0.3532134071023076,0.0,-0.004987541511039,0.0050393681744838,-0.0006359208839867,0.0139804908654941,0.0255832782664517
24,26,-0.7663519305549258,1.8406553075869103,0.6931471805599453,20.32446517251783,15.2064700205573,2015-03-01,-0.0149009379600131,-0.0103575861787064,0.0315724950032927,0.0058416827865919,-0.1674871456693827,0.0,-0.0007399755392238,-0.0358461317731357,2.206546934715089,-0.9207324145752231,0.112824229998111,-0.7754464748689394,0.6931471805599453,0.6931471805599453,20.31739712089952,19.78138007148501,0.0016447372128784,-0.0138947883188165,0.0787334374087747,0.0232286449485963,-0.0608601224502662,-0.0010560683865126,0.1390510202266277,-0.1324242022599913,0.06322133632304,0.0,0.0,0.0049449275262825,0.0050393681744838,-0.0143946552946907,0.0139804908654941
25,27,0.1895093281087767,1.40562072337638,0.6931471805599453,19.49933584958117,15.2064700205573,2015-04-01,0.0384505443198843,-0.0755397697084383,-0.1295437572234679,0.0471803039378233,-0.3616891139377669,0.0,-0.0105101431153729,-0.035842997699012,-0.7663519305549258,2.206546934715089,1.8406553075869103,0.112824229998111,0.6931471805599453,0.6931471805599453,20.32446517251783,20.31739712089952,-0.0149009379600131,0.0016447372128784,-0.0103575861787064,0.0787334374087747,0.0315724950032927,-0.0608601224502662,0.0058416827865919,0.1390510202266277,-0.131812830772632,0.0,0.0,-0.0007399755392238,0.0049449275262825,-0.0358461317731357,-0.0143946552946907
26,28,-3.067405385764509,-4.016347377077157,0.6931471805599453,19.491273599042792,15.2064700205573,2015-05-01,-0.0056338177182562,0.0276104960311283,-0.0302841961060997,0.0350524961415485,-0.5394404044182268,0.5567545556543906,-0.0006151953439186,-0.0225031998007185,0.1895093281087767,-0.7663519305549258,1.40562072337638,1.8406553075869103,0.6931471805599453,0.6931471805599453,19.49933584958117,20.32446517251783,0.0384505443198843,-0.0149009379600131,-0.0755397697084383,-0.0103575861787064,-0.1295437572234679,0.0315724950032927,0.0471803039378233,0.0058416827865919,-0.1674871456693827,0.0,0.0,-0.0105101431153729,-0.0007399755392238,-0.035842997699012,-0.0358461317731357
27,29,-0.1350429583551378,-0.0517836697277083,0.6931471805599453,19.48145305621135,15.2064700205573,2015-06-01,0.0080386284964353,-0.0234118765661879,-0.0052134016002844,-0.0287315660590081,-0.7043796271050393,1.3272801896828357,-3.786982958331464e-07,0.034447601925871,-3.067405385764509,0.1895093281087767,-4.016347377077157,1.40562072337638,0.6931471805599453,0.6931471805599453,19.491273599042792,19.49933584958117,-0.0056338177182562,0.0384505443198843,0.0276104960311283,-0.0755397697084383,-0.0302841961060997,-0.1295437572234679,0.0350524961415485,0.0471803039378233,-0.3616891139377669,0.5567545556543906,0.0,-0.0006151953439186,-0.0105101431153729,-0.0225031998007185,-0.035842997699012
28,30,0.3487086761885916,-0.2286917465313553,0.6931471805599453,19.48798256257093,15.2064700205573,2015-07-01,0.0338481742169696,0.0193280982446388,0.0150264252682075,-0.062437332875894,-0.6164458459568962,1.4770348452341504,0.0012311480844289,-0.0008798944694392,-0.1350429583551378,-3.067405385764509,-0.0517836697277083,-4.016347377077157,0.6931471805599453,0.6931471805599453,19.48145305621135,19.491273599042792,0.0080386284964353,-0.0056338177182562,-0.0234118765661879,0.0276104960311283,-0.0052134016002844,-0.0302841961060997,-0.0287315660590081,0.0350524961415485,-0.5394404044182268,1.3272801896828357,0.5567545556543906,-3.786982958331464e-07,-0.0006151953439186,0.034447601925871,-0.0225031998007185
29,31,-0.4895303845439223,-0.3228998979641453,0.6931471805599453,19.48867689529715,15.2064700205573,2015-08-01,0.0153612851614872,-0.0140733095686735,-0.0418645411790503,-0.1233865525480535,-0.1983218981403958,-0.2251406865241016,0.0018429397959929,-0.034934139005867,0.3487086761885916,-0.1350429583551378,-0.2286917465313553,-0.0517836697277083,0.6931471805599453,0.6931471805599453,19.48798256257093,19.48145305621135,0.0338481742169696,0.0080386284964353,0.0193280982446388,-0.0234118765661879,0.0150264252682075,-0.0052134016002844,-0.062437332875894,-0.0287315660590081,-0.7043796271050393,1.4770348452341504,1.3272801896828357,0.0012311480844289,-3.786982958331464e-07,-0.0008798944694392,0.034447601925871
30,32,0.0237966863167056,0.1311747631120869,0.6931471805599453,19.487276066067125,15.2064700205573,2015-09-01,0.0060790460763819,-0.0177582036784187,-0.0111512646199343,-0.0013024621199617,1.1541292996643877,-1.427551043758271,0.004271398377992,0.0013664315494352,-0.4895303845439223,0.3487086761885916,-0.3228998979641453,-0.2286917465313553,0.6931471805599453,0.6931471805599453,19.48867689529715,19.48798256257093,0.0153612851614872,0.0338481742169696,-0.0140733095686735,0.0193280982446388,-0.0418645411790503,0.0150264252682075,-0.1233865525480535,-0.062437332875894,-0.6164458459568962,-0.2251406865241016,1.4770348452341504,0.0018429397959929,0.0012311480844289,-0.034934139005867,-0.0008798944694392
31,33,0.8293479004396946,0.0219152695794644,0.6931471805599453,19.512020720006625,15.2064700205573,2015-10-01,0.037179003241754,-0.0327045102274814,-0.0258889419554146,0.0110808567362195,0.8528046128118376,-1.5905948246326205,-0.0049023149971754,0.0140115286625643,0.0237966863167056,-0.4895303845439223,0.1311747631120869,-0.3228998979641453,0.6931471805599453,0.6931471805599453,19.487276066067125,19.48867689529715,0.0060790460763819,0.0153612851614872,-0.0177582036784187,-0.0140733095686735,-0.0111512646199343,-0.0418645411790503,-0.0013024621199617,-0.1233865525480535,-0.1983218981403958,-1.427551043758271,-0.2251406865241016,0.004271398377992,0.0018429397959929,0.0013664315494352,-0.034934139005867
32,34,-0.2519521868820717,0.4086371407959799,0.6931471805599453,19.51548660402089,15.2064700205573,2015-11-01,-0.0036563112031102,0.0062107720873969,-0.0277061014362258,-0.0221935986024499,0.2334013384528717,-0.1127954941453444,0.0006040149213477,0.0208757303378757,0.8293479004396946,0.0237966863167056,0.0219152695794644,0.1311747631120869,0.6931471805599453,0.6931471805599453,19.512020720006625,19.487276066067125,0.037179003241754,0.0060790460763819,-0.0327045102274814,-0.0177582036784187,-0.0258889419554146,-0.0111512646199343,0.0110808567362195,-0.0013024621199617,1.1541292996643877,-1.5905948246326205,-1.427551043758271,-0.0049023149971754,0.004271398377992,0.0140115286625643,0.0013664315494352
33,35,1.9581953042550069,0.7029364239660154,0.6931471805599453,19.69031794974968,15.2064700205573,2015-12-01,-0.026727648905815,-0.0094001087354982,-0.052911252010932,-0.1089622367483702,0.2487415771962711,-0.004987541511039,-0.0018246318485948,-0.0394493107082825,-0.2519521868820717,0.8293479004396946,0.4086371407959799,0.0219152695794644,0.6931471805599453,0.6931471805599453,19.51548660402089,19.512020720006625,-0.0036563112031102,0.037179003241754,0.0062107720873969,-0.0327045102274814,-0.0277061014362258,-0.0258889419554146,-0.0221935986024499,0.0110808567362195,0.8528046128118376,-0.1127954941453444,-1.5905948246326205,0.0006040149213477,-0.0049023149971754,0.0208757303378757,0.0140115286625643
34,36,-1.6095051071972044,-1.0887400500901467,0.6931471805599453,19.71403828911051,15.2064700205573,2016-01-01,-0.1791662690736153,-0.0314696207614471,-0.0809884967191263,-0.1149783595512987,0.3211381719313566,0.0,-0.0012139605835539,-0.0032058648936335,1.9581953042550069,-0.2519521868820717,0.7029364239660154,0.4086371407959799,0.6931471805599453,0.6931471805599453,19.69031794974968,19.51548660402089,-0.026727648905815,-0.0036563112031102,-0.0094001087354982,0.0062107720873969,-0.052911252010932,-0.0277061014362258,-0.1089622367483702,-0.0221935986024499,0.2334013384528717,-0.004987541511039,-0.1127954941453444,-0.0018246318485948,0.0006040149213477,-0.0394493107082825,0.0208757303378757
35,37,2.931475043679292,0.709819310256945,0.6931471805599453,20.273613805853405,15.2064700205573,2016-02-01,-0.0992784389799452,0.0019945116548107,-0.0651225619173077,0.0297903094286229,-0.3189745897525062,0.0,-0.0042621711420336,0.0347116210344013,-1.6095051071972044,1.9581953042550069,-1.0887400500901467,0.7029364239660154,0.6931471805599453,0.6931471805599453,19.71403828911051,19.69031794974968,-0.1791662690736153,-0.026727648905815,-0.0314696207614471,-0.0094001087354982,-0.0809884967191263,-0.052911252010932,-0.1149783595512987,-0.1089622367483702,0.2487415771962711,0.0,-0.004987541511039,-0.0012139605835539,-0.0018246318485948,-0.0032058648936335,-0.0394493107082825
36,38,-1.3778919408318444,1.8650928460081104,0.6931471805599453,20.25458924679468,15.2064700205573,2016-03-01,0.0206598592688735,0.018982784040852,-0.0078181912014962,0.0940799836626422,-0.0100307129083914,0.0,0.0024256560213347,-0.0115865823850036,2.931475043679292,-1.6095051071972044,0.709819310256945,-1.0887400500901467,0.6931471805599453,0.6931471805599453,20.273613805853405,19.71403828911051,-0.0992784389799452,-0.1791662690736153,0.0019945116548107,-0.0314696207614471,-0.0651225619173077,-0.0809884967191263,0.0297903094286229,-0.1149783595512987,0.3211381719313566,0.0,0.0,-0.0042621711420336,-0.0012139605835539,0.0347116210344013,-0.0032058648936335
37,39,0.8124053532840314,1.785558705294612,0.6931471805599453,19.47761879657333,15.2064700205573,2016-04-01,0.0902518205250779,-0.0258367053609385,-0.0030801636211958,0.0345425890043262,-0.4202293078259176,0.009950330853168,0.004276676494137,-0.0453894091467974,-1.3778919408318444,2.931475043679292,1.8650928460081104,0.709819310256945,0.6931471805599453,0.6931471805599453,20.25458924679468,20.273613805853405,0.0206598592688735,-0.0992784389799452,0.018982784040852,0.0019945116548107,-0.0078181912014962,-0.0651225619173077,0.0940799836626422,0.0297903094286229,-0.3189745897525062,0.0,0.0,0.0024256560213347,-0.0042621711420336,-0.0115865823850036,0.0347116210344013
38,40,-2.754155098490866,-4.163936807973329,0.6931471805599453,19.48536653235772,15.2064700205573,2016-05-01,-0.0080393465594168,0.0073671736622369,0.0458868643547083,0.0700284880595427,-0.6541505319381864,0.0944096844710746,-0.0030549283319833,0.0148978546806377,0.8124053532840314,-1.3778919408318444,1.785558705294612,1.8650928460081104,0.6931471805599453,0.6931471805599453,19.47761879657333,20.25458924679468,0.0902518205250779,0.0206598592688735,-0.0258367053609385,0.018982784040852,-0.0030801636211958,-0.0078181912014962,0.0345425890043262,0.0940799836626422,-0.0100307129083914,0.009950330853168,0.0,0.004276676494137,0.0024256560213347,-0.0453894091467974,-0.0115865823850036
39,41,0.0833968392042834,-0.1269221081525859,0.6931471805599453,19.499295464124494,15.2064700205573,2016-06-01,-0.1569947802400171,0.0187932086236166,0.0545596633595399,0.0228587918934284,-0.9122051439956396,2.089525660746462,0.0012217472503222,0.011943182844174,-2.754155098490866,0.8124053532840314,-4.163936807973329,1.785558705294612,0.6931471805599453,0.6931471805599453,19.48536653235772,19.47761879657333,-0.0080393465594168,0.0902518205250779,0.0073671736622369,-0.0258367053609385,0.0458868643547083,-0.0030801636211958,0.0700284880595427,0.0345425890043262,-0.4202293078259176,0.0944096844710746,0.009950330853168,-0.0030549283319833,0.004276676494137,0.0148978546806377,-0.0453894091467974
