,Unnamed: 0.1,Unnamed: 0,InVolReg,OutVolReg,TVolFin,WalletReg,WalletFin,Date,Price,Coal_price_EU,Ngas_price_EU,Oil_price_EU,HDD,CDD,ESI,IPI,InVolReg_lag2,OutVolReg_lag1,OutVolReg_lag2,InVolFin_lag1,InVolFin_lag2,OutVolFin_lag2,TVolFin_lag2,WalletReg_lag1,WalletReg_lag2,WalletFin_lag1,WalletFin_lag2,Price_lag1,Price_lag2,Coal_price_EU_lag1,Coal_price_EU_lag2,Ngas_price_EU_lag1,Ngas_price_EU_lag2,Oil_price_EU_lag1,Oil_price_EU_lag2,HDD_lag2,CDD_lag1,CDD_lag2,ESI_lag1,IPI_lag1,IPI_lag2
0,0,2,0.7478975003354051,2.011866363893848,10.25160599379174,-0.0596637569294848,15.063408568863458,2013-03-01,-0.0060975798681188,-0.0077315551565586,0.0278083692638362,-0.0270783631441613,0.0479127499287397,0.0,-0.006083154953405,0.0007800312407981,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,1.5110735120399887,1.9328198545187725,0.6931471805599453,-1.138431177241138,15.063408568863458,2013-04-01,-0.1866120935628226,-0.0247966035850826,0.0564505276981681,-0.0503120997304211,-0.5565447550012639,0.0295588022415445,-0.0054054185669079,0.0069930354909706,,2.011866363893848,,0.6931471805599453,,,,-0.0596637569294848,,15.063408568863458,,-0.0060975798681188,,-0.0077315551565586,,0.0278083692638362,,-0.0270783631441613,,,0.0,,-0.006083154953405,0.0007800312407981,
2,2,4,-3.335068124288465,-4.393452309022329,0.6931471805599453,0.0042660022555018,15.063408568863458,2013-05-01,0.098209702299659,0.0016970758151177,-0.032082723023354,0.0037443098784875,-0.639128920096554,0.1692920565036206,0.0094622192625228,0.0134591533740051,0.7478975003354051,1.9328198545187725,2.011866363893848,0.6931471805599453,0.6931471805599453,9.558458813231796,10.25160599379174,-1.138431177241138,-0.0596637569294848,15.063408568863458,15.063408568863458,-0.1866120935628226,-0.0060975798681188,-0.0247966035850826,-0.0077315551565586,0.0564505276981681,0.0278083692638362,-0.0503120997304211,-0.0270783631441613,0.0479127499287397,0.0295588022415445,0.0,-0.0054054185669079,0.0069930354909706,0.0007800312407981
3,3,5,-0.2871281015141633,-0.7307009945518352,0.6931471805599453,0.013725151598507,15.063408568863458,2013-06-01,0.0296236692102258,-0.043987502639923,-0.0337995275706419,-0.0115650576173065,-0.8774291379033299,1.778696375253331,0.0053455519827751,-0.0282800174852226,1.5110735120399887,-4.393452309022329,1.9328198545187725,0.6931471805599453,0.6931471805599453,-9.558458813231796,0.6931471805599453,0.0042660022555018,-1.138431177241138,15.063408568863458,15.063408568863458,0.098209702299659,-0.1866120935628226,0.0016970758151177,-0.0247966035850826,-0.032082723023354,0.0564505276981681,0.0037443098784875,-0.0503120997304211,-0.5565447550012639,0.1692920565036206,0.0295588022415445,0.0094622192625228,0.0134591533740051,0.0069930354909706
4,4,6,-0.1587793223312452,3.7456256517216096,0.6931471805599453,-2.1893109547508907,15.063408568863458,2013-07-01,0.0139562114937992,-0.0349360531000728,-0.0136582954869823,0.0402255824851751,-0.8099103283155831,0.8533103963652615,-0.0040690067030277,-0.0047262789829476,-3.335068124288465,-0.7307009945518352,-4.393452309022329,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.013725151598507,0.0042660022555018,15.063408568863458,15.063408568863458,0.0296236692102258,0.098209702299659,-0.043987502639923,0.0016970758151177,-0.0337995275706419,-0.032082723023354,-0.0115650576173065,0.0037443098784875,-0.639128920096554,1.778696375253331,0.1692920565036206,0.0053455519827751,-0.0282800174852226,0.0134591533740051
5,5,7,0.0072043336374676,-4.494177189598277,0.6931471805599453,0.1580312131984591,15.063408568863458,2013-08-01,0.0252645016594819,-0.0121116807994932,-0.0100555718323795,0.009568228823106,0.2291943683400745,0.084748598710949,0.0091883613592544,0.0156681622800691,-0.2871281015141633,3.7456256517216096,-0.7307009945518352,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,-2.1893109547508907,0.013725151598507,15.063408568863458,15.063408568863458,0.0139562114937992,0.0296236692102258,-0.0349360531000728,-0.043987502639923,-0.0136582954869823,-0.0337995275706419,0.0402255824851751,-0.0115650576173065,-0.8774291379033299,0.8533103963652615,1.778696375253331,-0.0040690067030277,-0.0047262789829476,-0.0282800174852226
6,6,8,0.9120766816635636,0.6763786373139506,0.6931471805599453,0.390811862823206,15.063408568863458,2013-09-01,0.0477005696879024,0.0031670881657488,-0.0263550569296913,0.0023814645841468,1.146011929562894,-1.668573935288323,0.0030169039696685,0.0019413712173887,-0.1587793223312452,-4.494177189598277,3.7456256517216096,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.1580312131984591,-2.1893109547508907,15.063408568863458,15.063408568863458,0.0252645016594819,0.0139562114937992,-0.0121116807994932,-0.0349360531000728,-0.0100555718323795,-0.0136582954869823,0.009568228823106,0.0402255824851751,-0.8099103283155831,0.084748598710949,0.8533103963652615,0.0091883613592544,0.0156681622800691,-0.0047262789829476
7,7,9,-0.7344810723051829,0.1374589658770304,0.6931471805599453,0.0662043691145903,15.063408568863458,2013-10-01,-0.022044980920127,0.0009381776778312,-0.007557717313567,-0.0315986956817306,0.6253863950355143,-1.094311206768719,-0.0175386113042854,-0.0423909775105233,0.0072043336374676,0.6763786373139506,-4.494177189598277,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.390811862823206,0.1580312131984591,15.063408568863458,15.063408568863458,0.0477005696879024,0.0252645016594819,0.0031670881657488,-0.0121116807994932,-0.0263550569296913,-0.0100555718323795,0.0023814645841468,0.009568228823106,0.2291943683400745,-1.668573935288323,0.084748598710949,0.0030169039696685,0.0019413712173887,0.0156681622800691
8,8,10,0.0761522283524946,0.2717324602216742,0.6931471805599453,0.0445685343678405,15.063408568863458,2013-11-01,-0.0456037568000242,0.0261180548117856,0.0105364032462822,-0.0018752982175902,0.5683928056055745,-0.1477335455066248,0.0076972798255656,0.0156598261372193,0.9120766816635636,0.1374589658770304,0.6763786373139506,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0662043691145903,0.390811862823206,15.063408568863458,15.063408568863458,-0.022044980920127,0.0477005696879024,0.0009381776778312,0.0031670881657488,-0.007557717313567,-0.0263550569296913,-0.0315986956817306,0.0023814645841468,1.146011929562894,-1.094311206768719,-1.668573935288323,-0.0175386113042854,-0.0423909775105233,0.0019413712173887
9,9,11,2.4582254325132453,1.2803130820114177,0.6931471805599453,1.0855929502743464,15.063408568863458,2013-12-01,0.048638660495178,0.0055349659940171,-0.0029814485790966,0.0063742699690196,0.2409187247891369,-0.004987541511039,-0.0025984797415405,-0.0315687890397713,-0.7344810723051829,0.2717324602216742,0.1374589658770304,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0445685343678405,0.0662043691145903,15.063408568863458,15.063408568863458,-0.0456037568000242,-0.022044980920127,0.0261180548117856,0.0009381776778312,0.0105364032462822,-0.007557717313567,-0.0018752982175902,-0.0315986956817306,0.6253863950355143,-0.1477335455066248,-1.094311206768719,0.0076972798255656,0.0156598261372193,-0.0423909775105233
10,10,12,-0.7851547100293921,-1.591694172969774,8.622093601241607,0.2923204484345127,15.065001034837978,2014-01-01,0.065485042741602,-0.0150177129938455,0.0073510659678062,-0.0177404709443962,0.102473288824143,0.0,0.0012383567387086,-0.0199342149008172,0.0761522283524946,1.2803130820114177,0.2717324602216742,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.0855929502743464,0.0445685343678405,15.063408568863458,15.063408568863458,0.048638660495178,-0.0456037568000242,0.0055349659940171,0.0261180548117856,-0.0029814485790966,0.0105364032462822,0.0063742699690196,-0.0018752982175902,0.5683928056055745,-0.004987541511039,-0.1477335455066248,-0.0025984797415405,-0.0315687890397713,0.0156598261372193
