,Unnamed: 0,InVolReg,OutVolReg,InVolFin,OutVolFin,Date,Price,Coal_price_EU,Ngas_price_EU,Oil_price_EU,HDD,CDD,IPI,InVolReg_lag1,InVolReg_lag2,OutVolReg_lag1,OutVolReg_lag2,InVolFin_lag1,InVolFin_lag2,OutVolFin_lag1,OutVolFin_lag2,WalletReg_lag1,WalletReg_lag2,Price_lag1,Price_lag2,Coal_price_EU_lag1,Coal_price_EU_lag2,Ngas_price_EU_lag1,Ngas_price_EU_lag2,Oil_price_EU_lag1,Oil_price_EU_lag2,HDD_lag2,CDD_lag1,CDD_lag2,IPI_lag1,IPI_lag2
0,46,1.4709168027740809,1.276838726860614,0.6931471805599453,14.927512470851324,2011-12-01,-0.087066308462631,0.0053977935678384,0.0260559326317477,0.0031653895469245,0.2120630750565366,0.0,-0.0110862558671218,1.0821232151582052,-0.1914323295239164,0.2405066763716483,-0.3406759117176783,10.819818283610305,10.14096783995039,11.00814817973844,0.6931471805599453,20.996798133066523,20.99969907988041,-0.1016072574229123,-0.0290499179593268,-0.0236968367926291,-0.0166950921769739,0.0012223891893601,0.0305050495841112,0.0145028990086082,-0.0057741297923321,1.0491850554753466,-0.300104592450338,-1.5332765514685365,-0.0077174618714295,-0.0017725263134185
1,47,-1.8501765700727049,-2.098555616308275,11.008197876999304,10.819818283610305,2012-01-01,0.0557658090779273,0.0411714430993681,0.0079615513075528,0.0363921841948888,0.18359686501267,0.0,0.0107882376858077,1.4709168027740809,1.0821232151582052,1.276838726860614,0.2405066763716483,0.6931471805599453,10.819818283610305,14.927512470851324,11.00814817973844,21.00323577116217,20.996798133066523,-0.087066308462631,-0.1016072574229123,0.0053977935678384,-0.0236968367926291,0.0260559326317477,0.0012223891893601,0.0031653895469245,0.0145028990086082,0.430702953296155,0.0,-0.300104592450338,-0.0110862558671218,-0.0077174618714295
2,48,4.103147520672934,1.7788100170005483,14.066006206692224,13.241367001173204,2012-02-01,0.0306960871571768,-0.0127233339734464,-0.0301530838880386,0.0361693134933371,0.1023077540445784,0.0,0.0115573963883894,-1.8501765700727049,1.4709168027740809,-2.098555616308275,1.276838726860614,11.008197876999304,0.6931471805599453,10.819818283610305,14.927512470851324,21.007425849721404,21.00323577116217,0.0557658090779273,-0.087066308462631,0.0411714430993681,0.0053977935678384,0.0079615513075528,0.0260559326317477,0.0363921841948888,0.0031653895469245,0.2120630750565366,0.0,0.0,0.0107882376858077,-0.0110862558671218
3,49,-1.8768857866145936,0.7597981397462767,15.433942898977952,8.715880102296456,2012-03-01,-0.0858029176280612,-0.0531451017344979,0.0425677986697823,0.0328066364801387,-0.4854620939904794,0.0,-0.0124519841921983,4.103147520672934,-1.8501765700727049,1.7788100170005483,-2.098555616308275,14.066006206692224,11.008197876999304,13.241367001173204,10.819818283610305,21.621644041527453,21.007425849721404,0.0306960871571768,0.0557658090779273,-0.0127233339734464,0.0411714430993681,-0.0301530838880386,0.0079615513075528,0.0361693134933371,0.0363921841948888,0.18359686501267,0.0,0.0,0.0115573963883894,0.0107882376858077
4,50,0.8366807571202912,2.029270394260113,10.55965949697118,15.56034053090628,2012-04-01,0.0324072429547777,-0.0210047847419572,-0.0250550675706771,-0.0247004754125041,-0.2086998168796938,0.0,0.0083185268750911,-1.8768857866145936,4.103147520672934,0.7597981397462767,1.7788100170005483,15.433942898977952,14.066006206692224,8.715880102296456,13.241367001173204,21.62198942290891,21.621644041527453,-0.0858029176280612,0.0306960871571768,-0.0531451017344979,-0.0127233339734464,0.0425677986697823,-0.0301530838880386,0.0328066364801387,0.0361693134933371,0.1023077540445784,0.0,0.0,-0.0124519841921983,0.0115573963883894
5,51,-2.7978268821133305,-3.0442975275776227,9.224243277145174,9.224243277145174,2012-05-01,-0.0803084742788691,-0.030115962998245,0.0272092278991826,-0.0418829825867774,-0.7060116795829305,0.6754922453212245,0.0094229201345052,0.8366807571202912,-1.8768857866145936,2.029270394260113,0.7597981397462767,10.55965949697118,15.433942898977952,15.56034053090628,8.715880102296456,21.113816142974542,21.62198942290891,0.0324072429547777,-0.0858029176280612,-0.0210047847419572,-0.0531451017344979,-0.0250550675706771,0.0425677986697823,-0.0247004754125041,0.0328066364801387,-0.4854620939904794,0.0,0.0,0.0083185268750911,-0.0124519841921983
6,52,-1.2077369238904758,-2.236095711537459,0.6931471805599453,7.601901959875166,2012-06-01,0.1252037941867603,-0.0441125708015439,0.0044953256309625,-0.0884945752863739,-0.5989349616644271,1.675406707951372,-0.0315596302306007,-2.7978268821133305,0.8366807571202912,-3.0442975275776227,2.029270394260113,9.224243277145174,10.55965949697118,9.224243277145174,15.56034053090628,21.085825334090224,21.113816142974542,-0.0803084742788691,0.0324072429547777,-0.030115962998245,-0.0210047847419572,0.0272092278991826,-0.0250550675706771,-0.0418829825867774,-0.0247004754125041,-0.2086998168796938,0.6754922453212245,0.0,0.0094229201345052,0.0083185268750911
7,53,0.2548852201375595,0.7254425154915367,0.6931471805599453,11.709117053283046,2012-07-01,-0.0839119722503429,0.0184858549583903,-0.0072747723035644,0.0674676583890869,-0.707363378939077,0.7360442003347787,-0.014318599543408,-1.2077369238904758,-2.7978268821133305,-2.236095711537459,-3.0442975275776227,0.6931471805599453,9.224243277145174,7.601901959875166,9.224243277145174,21.08635756581468,21.085825334090224,0.1252037941867603,-0.0803084742788691,-0.0441125708015439,-0.030115962998245,0.0044953256309625,0.0272092278991826,-0.0884945752863739,-0.0418829825867774,-0.7060116795829305,1.675406707951372,0.6754922453212245,-0.0315596302306007,0.0094229201345052
8,54,0.0632214006632878,-0.1536549606258326,0.6931471805599453,8.007034012193408,2012-08-01,0.0734920189466898,0.0130297169090898,-0.0026305960114938,0.0619412719023797,0.1557856544228526,0.0692058413525207,0.0070325928124752,0.2548852201375595,-1.2077369238904758,0.7254425154915367,-2.236095711537459,0.6931471805599453,0.6931471805599453,11.709117053283046,7.601901959875166,21.083150808230105,21.08635756581468,-0.0839119722503429,0.1252037941867603,0.0184858549583903,-0.0441125708015439,-0.0072747723035644,0.0044953256309625,0.0674676583890869,-0.0884945752863739,-0.5989349616644271,0.7360442003347787,1.675406707951372,-0.014318599543408,-0.0315596302306007
9,55,0.1636058610014608,0.9465354579860444,0.6931471805599453,0.6931471805599453,2012-09-01,-0.0061804893893824,-0.0349941361740384,-0.0255665084181728,-0.0261512360678208,0.8773137563274687,-1.6986974395236771,-0.0051932299395049,0.0632214006632878,0.2548852201375595,-0.1536549606258326,0.7254425154915367,0.6931471805599453,0.6931471805599453,8.007034012193408,11.709117053283046,21.08186791866171,21.083150808230105,0.0734920189466898,-0.0839119722503429,0.0130297169090898,0.0184858549583903,-0.0026305960114938,-0.0072747723035644,0.0619412719023797,0.0674676583890869,-0.707363378939077,0.0692058413525207,0.7360442003347787,0.0070325928124752,-0.014318599543408
