,Unnamed: 0,month,InVolReg,OutVolReg,InVolFin,OutVolFin,TVolFin,TVolReg,WalletReg,WalletFin,WalletReg2,Date,Time,Price,Coal_price_EU,Ngas_price_EU,Oil_price_EU,HDD,CDD,ESI,IPI
122,158,2018-03-01,570072100.0,371650767.0,182397465.0,312991632.0,495389097.0,941722867.0,1353187419.0,391851073.0,198421333.0,2018-03-01,03/2018,14.04,78.35603112840467,5.429140434792477,53.86673151750973,471.6,0.0,112.7,126.4
123,159,2018-04-01,774359792.0,1984556285.0,88431085.0,104665062.0,193096147.0,2758916077.0,142990926.0,375617096.0,-1210196493.0,2018-04-01,04/2018,14.6,76.31964809384164,5.643416587178234,58.34962528510915,203.52,0.02,113.1,121.8
124,160,2018-05-01,62062426.0,51217244.0,44708682.0,24493783.0,69202465.0,113279670.0,153836108.0,395831995.0,10845182.0,2018-05-01,05/2018,16.16,89.13816457839485,6.338769096952252,64.89163562478835,84.64,0.67,111.5,125.3
125,161,2018-06-01,40169884.0,26052934.0,62080013.0,51232984.0,113312997.0,66222818.0,167953058.0,406679024.0,14116950.0,2018-06-01,06/2018,16.51,97.90203802020896,6.378611786299024,64.38602500428155,46.6,9.57,111.7,127.5
126,162,2018-07-01,38982125.0,24048090.0,63465406.0,68106261.0,131571667.0,63030215.0,182887093.0,402038169.0,14934035.0,2018-07-01,07/2018,19.34,102.31901420503164,6.502515172214616,63.7001540304638,8.18,31.21,111.1,125.7
127,163,2018-08-01,45424478.0,41247793.0,55235026.0,34269450.0,89504476.0,86672271.0,187063778.0,423003745.0,4176685.0,2018-08-01,08/2018,23.2,101.60187029180015,7.00052813095506,63.321499696943455,26.29,45.65,110.8,121.1
128,164,2018-09-01,33973279.0,14395552.0,29322526.0,23819448.0,53141974.0,48368831.0,206641505.0,428506823.0,19577727.0,2018-09-01,09/2018,24.63,97.9157732224033,8.166718441727422,67.63873402521658,79.66,10.45,110.6,121.6
129,165,2018-10-01,86778431.0,43085700.0,25501307.0,77537862.0,103039169.0,129864131.0,250334236.0,376470268.0,43692731.0,2018-10-01,10/2018,18.49,94.67955416231278,7.654964062817833,70.07140369209334,203.58,0.28,110.5,118.5
130,166,2018-11-01,59152386.0,37235955.0,56404895.0,19281013.0,75685908.0,96388341.0,272250667.0,413594150.0,21916431.0,2018-11-01,11/2018,22.7,88.61616961379431,7.271117280645729,57.33262954165567,344.6,0.0,110.4,114.2
131,167,2018-12-01,446793085.0,216855766.0,358250630.0,314242430.0,672493060.0,663648851.0,502187986.0,457602350.0,229937319.0,2018-12-01,12/2018,27.06,89.04602951510893,7.006537579137386,49.59592410400562,468.82,0.0,109.1,117.7
132,168,2019-01-01,123454270.0,75587017.0,102598155.0,90159461.0,192757616.0,199041287.0,550055239.0,470041044.0,47867253.0,2019-01-01,01/2019,23.9,86.33496846531185,6.361548032104065,51.91836019621584,561.65,0.0,107.6,123.2
133,169,2019-02-01,592049034.0,120440625.0,138550664.0,78912454.0,217463118.0,712489659.0,1021663648.0,529679254.0,471608409.0,2019-02-01,02/2019,23.13,84.0630781428949,5.290985042903709,56.49722491410448,399.84,0.0,107.3,113.7
134,170,2019-03-01,517919253.0,369472641.0,526577667.0,362995588.0,889573255.0,887391894.0,1170110260.0,693261333.0,148446612.0,2019-03-01,03/2019,22.82,82.39249690320297,4.582140925614936,58.75951159086887,362.26,0.0,106.6,115.7
135,171,2019-04-01,851536878.0,1940589501.0,291789408.0,328097381.0,619886789.0,2792126379.0,81057637.0,656953360.0,-1089052623.0,2019-04-01,04/2019,27.43,77.21124755294537,4.379943779747286,63.35646912261969,252.28,0.0,104.9,109.6
136,172,2019-05-01,28192079.0,18753048.0,173351504.0,133470425.0,306821929.0,46945127.0,90496668.0,696834439.0,9439031.0,2019-05-01,05/2019,25.45,73.59856951274027,3.881140182431829,63.05766651765757,172.42,0.86,105.2,112.1
137,173,2019-06-01,52801157.0,38219424.0,195188161.0,171875649.0,367063810.0,91020581.0,105078401.0,720146951.0,14581733.0,2019-06-01,06/2019,27.5,64.19020632250066,3.1771951760116885,56.05242185424599,35.51,25.75,103.2,110.7
138,174,2019-07-01,35073555.0,16448169.0,143601305.0,116483391.0,260084696.0,51521724.0,123703787.0,747264865.0,18625386.0,2019-07-01,07/2019,29.38,64.2538776965591,3.227287756828312,57.05116776609022,29.48,38.84,102.4,111.3
139,175,2019-08-01,31332661.0,16502167.0,97242197.0,76662098.0,173904295.0,47834828.0,138534281.0,767844964.0,14830494.0,2019-08-01,08/2019,27.37,58.91605248966385,3.3046693873898976,53.2536401222362,23.34,37.87,102.7,112.2
140,176,2019-09-01,26783215.0,22143279.0,93382867.0,72182463.0,165565330.0,48926494.0,143174217.0,789045368.0,4639936.0,2019-09-01,09/2019,25.76,59.93275172664486,3.82157005174482,56.64303889494729,92.61,6.66,102.1,108.7
141,177,2019-10-01,44887793.0,13709986.0,192990217.0,166818878.0,359809095.0,58597779.0,174352024.0,815216707.0,31177807.0,2019-10-01,10/2019,26.35,62.60743689496065,4.575425547697458,53.7139238215869,206.02,0.55,102.0,107.3
142,178,2019-11-01,44600620.0,19368293.0,134954451.0,125921781.0,260876232.0,63968913.0,199584351.0,824249377.0,25232327.0,2019-11-01,11/2019,25.94,60.61894851144692,4.660215561768166,56.77314270201792,350.37,0.01,103.0,107.2
143,179,2019-12-01,381389376.0,215343033.0,887777899.0,954513324.0,1842291223.0,596732409.0,365630694.0,757513952.0,166046343.0,2019-12-01,12/2019,25.18,59.55187618104923,4.15771817906056,59.254926662467376,423.51,0.0,103.6,106.4
144,180,2020-01-01,122602339.0,35915264.0,148635247.0,184907419.0,333542666.0,158517603.0,452317769.0,721241780.0,86687075.0,2020-01-01,01/2020,24.31,62.75675675675675,3.2733192317747744,57.29729729729729,456.86,0.0,105.3,108.0
145,181,2020-02-01,655295646.0,96646284.0,139527823.0,121059901.0,260587724.0,751941930.0,1010967131.0,739709702.0,558649362.0,2020-02-01,02/2020,24.02,62.02659330582301,2.666459093131591,50.4355800091701,374.8,0.0,105.7,108.6
146,182,2020-03-01,387080652.0,420539843.0,657239798.0,581678446.0,1238918244.0,807620495.0,977507940.0,815271054.0,-33459191.0,2020-03-01,03/2020,18.42,60.32721684895597,2.457623051387508,29.811081984995024,374.24,0.0,94.5,95.7
147,183,2020-04-01,822736182.0,1747986701.0,327691996.0,455048630.0,782740626.0,2570722883.0,52257421.0,687914420.0,-925250519.0,2020-04-01,04/2020,20.39,53.90351684772601,1.952051801988584,21.48775547781256,248.51,0.0,57.6,86.4
148,184,2020-05-01,45576905.0,41347170.0,274469689.0,216248703.0,490718392.0,86924075.0,56487156.0,746135406.0,4229735.0,2020-05-01,05/2020,22.18,48.14712896716199,1.4448403760044028,28.453494771601537,161.06,2.33,62.0,101.7
149,185,2020-06-01,33988841.0,61585285.0,341809915.0,272597541.0,614407456.0,95574126.0,28890712.0,815347780.0,-27596444.0,2020-06-01,06/2020,27.68,46.38827187916482,1.5567935248156377,35.4775655264327,36.04,8.36,73.8,99.3
150,186,2020-07-01,56794319.0,32537159.0,314889047.0,333216416.0,648105463.0,89331478.0,53147872.0,797020411.0,24257160.0,2020-07-01,07/2020,27.22,44.97949925848381,1.5711729010468465,37.34624443862863,30.96,35.25,82.7,95.9
151,187,2020-08-01,37149368.0,17343094.0,167077211.0,148077621.0,315154832.0,54492462.0,72954146.0,816020001.0,19806274.0,2020-08-01,08/2020,29.53,42.39093676022996,2.4195947554362527,37.41968211024687,26.18,41.94,89.4,96.6
152,188,2020-09-01,36866664.0,51889467.0,324566801.0,272519888.0,597086689.0,88756131.0,57931343.0,868066914.0,-15022803.0,2020-09-01,09/2020,27.5,46.30257801899593,3.3515429635939618,34.845658073270016,81.08,10.18,94.5,95.8
153,189,2020-10-01,59279608.0,25508043.0,263447745.0,236800590.0,500248335.0,84787651.0,91702908.0,894714069.0,33771565.0,2020-10-01,10/2020,24.19,49.59660297239915,4.152518393341826,34.36942675159236,211.16,0.58,95.3,105.1
154,190,2020-11-01,42876347.0,56062386.0,278278934.0,250958597.0,529237531.0,98938733.0,78516869.0,922034406.0,-13186039.0,2020-11-01,11/2020,29.6,54.40108126372699,4.0850135201554325,36.51799290420679,319.68,0.02,92.0,102.4
155,191,2020-12-01,414451515.0,155287297.0,1644917153.0,1855975990.0,3500893143.0,569738812.0,337681087.0,710975569.0,259164218.0,2020-12-01,12/2020,32.94,68.22514379622021,4.811919717370583,40.977814297452746,438.59,0.0,96.7,101.1
