,Unnamed: 0,month,InVolReg,OutVolReg,InVolFin,OutVolFin,TVolFin,TVolReg,WalletReg,WalletFin,Date,Time,Price,Coal_price_EU,Ngas_price_EU,Oil_price_EU,HDD,CDD,ESI,IPI
10,45,2008-11-01,342369150.0,102633037.0,1175230.0,208000.0,1383230.0,445002187.0,739950111.0,979711.0,2008-11-01,11/2008,15.52,72.45523091423185,12.417530631479735,41.81668237511781,374.65,0.01,77.60000000000001,191.3
11,46,2008-12-01,362303884.0,103365058.0,2666592.0,135097.0,2801689.0,465668942.0,998888937.0,3511206.0,2008-12-01,12/2008,15.45,58.48018440032717,11.525020447616924,30.9174727421444,486.88,0.0,71.3,189.1
12,47,2009-01-01,14593896.0,8775492.0,2295356.0,0.0,2295356.0,23369388.0,1004707341.0,5806562.0,2009-01-01,01/2009,11.57,59.97431830198656,10.491728982551551,33.88473449656318,562.94,0.0,71.2,192.3
13,48,2009-02-01,850661276.0,36670422.0,1175387.0,250000.0,1425387.0,887331698.0,1818698195.0,6731949.0,2009-02-01,02/2009,9.96,58.95971842002346,8.635119280406727,33.822839264763395,483.25,0.0,68.8,191.5
14,49,2009-03-01,281701217.0,148046943.0,4291416.0,0.0,4291416.0,429748160.0,1952352469.0,11023365.0,2009-03-01,03/2009,11.45,46.74329501915709,8.35249042145594,35.89202368512644,411.54,0.0,67.8,186.0
15,50,2009-04-01,528779655.0,1383626514.0,1502492.0,6831961.0,8334453.0,1912406169.0,1097505610.0,5693896.0,2009-04-01,04/2009,13.92,48.18802122820319,6.451857467778621,38.54832304415466,238.27,0.0,69.9,165.9
16,51,2009-05-01,5694988.0,14002754.0,0.0,0.0,0.0,19697742.0,1089197844.0,5693896.0,2009-05-01,05/2009,14.65,47.252747252747255,5.926739926739927,42.447584161868136,123.67,1.77,74.10000000000001,177.3
17,52,2009-06-01,2708589.0,8768424.0,0.0,0.0,0.0,11477013.0,1083138009.0,5693896.0,2009-06-01,06/2009,13.15,50.92751141552511,5.672089041095891,48.95606320049943,69.47,11.48,76.60000000000001,183.3
18,53,2009-07-01,8992729.0,14320680.0,0.0,79778.0,79778.0,23313409.0,1077810058.0,5614118.0,2009-07-01,07/2009,13.66,52.38500851788756,4.734525837592277,46.07467348097671,22.36,29.8,79.5,183.0
19,54,2009-08-01,1468062.0,3658288.0,0.0,0.0,0.0,5126350.0,1075619832.0,5614118.0,2009-08-01,08/2009,14.89,50.8130081300813,4.850014017381553,50.816345601878325,24.5,33.17,83.8,176.6
20,55,2009-09-01,2983277.0,7080256.0,0.0,0.0,0.0,10063533.0,1071522853.0,5614118.0,2009-09-01,09/2009,13.36,46.44966350775992,4.896305452547727,46.48181443608021,75.68,6.21,86.3,170.0
21,56,2009-10-01,4833605.0,8119206.0,0.0,0.0,0.0,12952811.0,1068237252.0,5614118.0,2009-10-01,10/2009,14.54,47.96841252699784,5.129589632829373,49.40205919889984,255.87,0.37,88.5,177.0
22,57,2009-11-01,6443234.0,28344451.0,360958.0,435000.0,795958.0,34787685.0,1046336035.0,5540076.0,2009-11-01,11/2009,13.14,52.83626123105806,5.236690358052836,51.65392695901166,320.73,0.01,90.1,183.3
23,58,2009-12-01,78164554.0,71149578.0,377097.0,17097.0,394194.0,149314132.0,1053351011.0,5900076.0,2009-12-01,12/2009,12.31,56.863281784590114,5.48104557273847,51.09452952959491,524.97,0.0,92.3,179.3
24,59,2010-01-01,33300361.0,20279786.0,0.0,119000.0,119000.0,53580147.0,1066371586.0,5781076.0,2010-01-01,01/2010,12.71,67.9652466367713,6.165919282511212,53.51247197309417,637.25,0.0,93.3,185.1
25,60,2010-02-01,940452327.0,52629855.0,1181450.0,0.0,1181450.0,993082182.0,1954194058.0,6962526.0,2010-02-01,02/2010,12.86,68.82215402601197,6.4299283939792495,54.297822592430215,511.0,0.0,93.4,183.3
26,61,2010-03-01,191548056.0,103492432.0,4944230.0,0.0,4944230.0,295040488.0,2042249682.0,11906756.0,2010-03-01,03/2010,12.71,69.55191981723046,6.58117768442774,58.42345243474095,432.53,0.01,95.4,180.8
27,62,2010-04-01,486190135.0,1348026926.0,125202.0,6686220.0,6811422.0,1834217061.0,1180412891.0,5345738.0,2010-04-01,04/2010,15.84,74.70535581083098,5.609428614053408,63.38846145648964,258.45,0.02,98.5,189.7
28,63,2010-05-01,15031429.0,18090734.0,19555.0,13622.0,33177.0,33122163.0,1177353586.0,5351671.0,2010-05-01,05/2010,15.02,79.68961400716276,5.78591325109431,60.68519887063271,159.63,0.64,97.4,196.2
29,64,2010-06-01,22233291.0,42841096.0,0.0,50515.0,50515.0,65074387.0,1156745781.0,5301156.0,2010-06-01,06/2010,15.19,80.42222950282577,6.339585551642231,61.29755247618969,65.67,9.63,97.3,184.3
30,65,2010-07-01,10886075.0,19724567.0,0.0,50000.0,50000.0,30610642.0,1147907289.0,5251156.0,2010-07-01,07/2010,14.08,75.1605324980423,6.29600626468285,58.52424005125294,12.24,46.64,99.4,188.5
31,66,2010-08-01,5501198.0,8174908.0,0.0,0.0,0.0,13676106.0,1145233579.0,5251156.0,2010-08-01,08/2010,15.22,69.62928493873119,6.553435706530168,59.47974392599658,37.45,35.31,100.6,188.3
32,67,2010-09-01,6438851.0,21349746.0,0.0,0.0,0.0,27788597.0,1130322684.0,5251156.0,2010-09-01,09/2010,15.41,72.62569832402235,6.336573046605953,59.52920959808678,115.03,4.3,101.7,179.6
33,68,2010-10-01,3585805.0,5951939.0,6954.0,6062.0,13016.0,9537744.0,1127956550.0,5252048.0,2010-10-01,10/2010,14.63,70.11800259030076,5.964887034105627,59.66189037134839,271.06,0.18,101.8,184.6
34,69,2010-11-01,12121170.0,40384302.0,0.0,0.0,0.0,52505472.0,1099693418.0,5252048.0,2010-11-01,11/2010,14.76,78.44228094575799,6.287973062001317,62.711368128248296,384.55,0.0,102.8,184.1
35,70,2010-12-01,100711255.0,93917485.0,536357.0,617083.0,1153440.0,194628740.0,1106487188.0,5171322.0,2010-12-01,12/2010,14.02,89.47806354009077,6.611195158850227,69.43761099782904,612.55,0.0,103.2,180.3
36,71,2011-01-01,17211016.0,24302544.0,223.0,56388.0,56611.0,41513560.0,1099395660.0,5115157.0,2011-01-01,01/2011,14.76,99.16167664670655,7.193113772455089,72.0765611633907,541.77,0.0,103.1,177.5
37,72,2011-02-01,1054029363.0,49731033.0,1229660.0,0.0,1229660.0,1103760396.0,2103693990.0,6344817.0,2011-02-01,02/2011,15.3,94.04351967177084,6.857645248736171,76.16345519818302,502.6,0.0,103.6,179.5
38,73,2011-03-01,325702630.0,161085206.0,3661339.0,48541.0,3709880.0,486787836.0,2268311414.0,9957615.0,2011-03-01,03/2011,16.88,90.09929280662904,6.693335238231302,81.74962807902708,408.58,0.0,102.9,180.7
39,74,2011-04-01,307807475.0,1369606673.0,1653548.0,6679440.0,8332988.0,1677414148.0,1206512216.0,4931723.0,2011-04-01,04/2011,16.7,84.82204680792134,7.173521672898491,85.21672898490513,205.41,0.03,102.1,177.1
40,75,2011-05-01,10969865.0,20623868.0,6939.0,6939.0,13878.0,31593733.0,1196858213.0,4931723.0,2011-05-01,05/2011,16.69,83.0162380653704,7.178200571468395,79.76735787732942,128.65,0.57,101.8,177.2
41,76,2011-06-01,18746720.0,42978757.0,0.0,0.0,0.0,61725477.0,1172626176.0,4931723.0,2011-06-01,06/2011,13.36,83.46538782318599,7.130942452043369,79.06430864104114,44.0,10.31,101.2,174.5
42,77,2011-07-01,18903129.0,38700155.0,11783.0,7924.0,19707.0,57603284.0,1152829150.0,4935582.0,2011-07-01,07/2011,12.11,84.65367358384745,7.704711160964667,81.64610207515423,24.09,23.59,99.5,183.8
43,78,2011-08-01,7702340.0,11783146.0,0.0,100000.0,100000.0,19485486.0,1148748344.0,4835582.0,2011-08-01,08/2011,12.84,83.75514188105696,7.536777522136234,76.74914895616678,31.74,31.18,96.7,183.2
44,79,2011-09-01,11370993.0,35962054.0,1828.0,0.0,1828.0,47333047.0,1124157283.0,4837410.0,2011-09-01,09/2011,10.66,89.38997821350763,7.879448075526507,80.52221562025417,68.98,10.51,94.3,177.7
45,80,2011-10-01,9276771.0,25357267.0,25359.0,0.0,25359.0,34634038.0,1108076787.0,4862769.0,2011-10-01,10/2011,10.12,87.10783598424048,8.332117320881366,79.86908757374142,223.38,0.7,93.4,177.1
46,81,2011-11-01,28641840.0,32460961.0,50000.0,60362.0,110362.0,61102801.0,1104257666.0,4852407.0,2011-11-01,11/2011,8.35,83.93331366184717,8.350545883741518,81.51673864642225,351.3,0.0,92.9,174.5
47,82,2011-12-01,126861460.0,118371243.0,0.0,3040437.0,3040437.0,245232703.0,1112747883.0,1811970.0,2011-12-01,12/2011,6.97,84.64982168601563,8.74876697776766,81.87954140606267,437.65,0.0,91.0,170.8
48,83,2012-01-01,19396627.0,13841145.0,60365.0,50000.0,110365.0,33237772.0,1118303365.0,1822335.0,2012-01-01,01/2012,7.84,90.24409143742734,8.87253002712127,86.13420416597444,528.72,0.0,91.2,174.4
49,84,2012-02-01,1212738307.0,85766450.0,1284660.0,563185.0,1847845.0,1298504757.0,2245275222.0,2543810.0,2012-02-01,02/2012,8.34,88.49062310949788,8.408953418027828,90.51904185751664,587.21,0.0,91.7,178.3
50,85,2012-03-01,185079178.0,184230907.0,5045173.0,6097.0,5051270.0,369310085.0,2246123493.0,7582886.0,2012-03-01,03/2012,6.98,81.4029240209075,9.067494886751003,94.63573696207862,355.9,0.0,92.5,174.1
51,86,2012-04-01,428140335.0,1406812168.0,38546.0,5724926.0,5763472.0,1834952503.0,1267451660.0,1896506.0,2012-04-01,04/2012,7.48,78.70384440054703,8.676492934204528,91.5237046041635,286.18,0.0,92.0,176.9
52,87,2012-05-01,25482190.0,66273283.0,10138.0,10138.0,20276.0,91755473.0,1226660567.0,1896506.0,2012-05-01,05/2012,6.27,74.93158182813356,9.101571663148018,86.41937534634452,134.05,1.93,90.2,180.1
53,88,2012-06-01,7160724.0,6395702.0,0.0,2000.0,2000.0,13556426.0,1227425589.0,1894506.0,2012-06-01,06/2012,8.2,69.60721698866358,9.172920325722496,76.31250807843686,67.23,18.99,89.8,169.5
54,89,2012-07-01,9428067.0,14031255.0,0.0,121674.0,121674.0,23459322.0,1222822401.0,1772832.0,2012-07-01,07/2012,6.88,71.80989583333333,9.057617187500002,83.9362866950765,25.92,41.82,88.3,164.8
55,90,2012-08-01,10085740.0,11923153.0,0.0,3000.0,3000.0,22008893.0,1220984988.0,1769832.0,2012-08-01,08/2012,8.03,73.38709677419355,9.016129032258064,91.40322580645162,32.69,44.96,87.4,167.1
56,91,2012-09-01,11993886.0,31936495.0,0.0,0.0,0.0,43930381.0,1201042379.0,1769832.0,2012-09-01,09/2012,7.93,69.19726197884256,8.618543870566272,88.19422837585562,98.6,6.59,86.3,165.4
57,92,2012-10-01,19984367.0,21021595.0,0.0,0.0,0.0,41005962.0,1200005151.0,1769832.0,2012-10-01,10/2012,8.23,63.08771388931709,8.92554339448127,86.30605692991367,232.69,0.49,85.2,167.5
58,93,2012-11-01,66477944.0,60252657.0,0.0,0.0,0.0,126730601.0,1206230438.0,1769832.0,2012-11-01,11/2012,6.2,66.95509822263799,9.222014343623323,85.5252714233084,342.04,0.03,86.0,164.4
59,94,2012-12-01,225222780.0,206492247.0,0.0,0.0,0.0,431715027.0,1224960971.0,1769832.0,2012-12-01,12/2012,6.45,70.79807912188429,8.986965469929109,83.60126534034606,546.63,0.0,86.5,159.1
60,95,2013-01-01,71118045.0,42714285.0,0.0,0.0,0.0,113832330.0,1253364731.0,1769832.0,2013-01-01,01/2013,3.31,69.81487055990367,8.932871763997591,85.01929286848284,549.66,0.0,87.9,163.2
61,96,2013-02-01,65431243.0,28599532.0,0.0,0.0,0.0,94030775.0,1290196442.0,1769832.0,2013-02-01,02/2013,4.8,71.06819372707537,8.810539711056215,87.22172318287296,472.51,0.0,88.8,167.9
62,97,2013-03-01,142935156.0,223381915.0,0.0,28326.0,28326.0,366317071.0,1209749683.0,1741506.0,2013-03-01,03/2013,4.74,70.17895711200246,9.15612465288491,84.26411601357606,496.2,0.0,88.8,168.1
63,98,2013-04-01,662669050.0,1552036998.0,0.0,0.0,0.0,2214706048.0,320381735.0,1741506.0,2013-04-01,04/2013,3.07,67.37294641486258,9.887916474742823,78.97701101294335,280.07,0.06,88.0,169.9
64,99,2013-05-01,19517948.0,17726059.0,0.0,0.0,0.0,37244007.0,322173624.0,1741506.0,2013-05-01,05/2013,3.91,67.56277923278385,9.466954244338314,79.36139001828685,143.0,0.44,88.60000000000001,173.4
65,100,2013-06-01,13590373.0,7773133.0,0.0,0.0,0.0,21363506.0,327990864.0,1741506.0,2013-06-01,06/2013,4.18,62.744953720532266,9.037834559102285,78.17878535142923,53.52,12.45,90.0,166.1
66,101,2013-07-01,10973799.0,389933261.0,0.0,0.0,0.0,400907060.0,-50968598.0,1741506.0,2013-07-01,07/2013,4.31,59.06667494558869,8.868501529051986,82.35174843770642,18.16,31.92,90.8,164.9
67,102,2013-08-01,11083741.0,2901319.0,0.0,0.0,0.0,13985060.0,-42786176.0,1741506.0,2013-08-01,08/2013,4.55,57.821187077385424,8.745304282494367,83.36930537531931,25.46,34.92,93.0,168.9
68,103,2013-09-01,33896090.0,7129381.0,0.0,0.0,0.0,41025471.0,-16019467.0,1741506.0,2013-09-01,09/2013,5.02,58.1454150434522,8.428228948157027,83.62408493514384,101.93,4.96,95.7,169.4
69,104,2013-10-01,14060204.0,8396863.0,0.0,0.0,0.0,22457067.0,-10356126.0,1741506.0,2013-10-01,10/2013,4.8,58.24165749908324,8.33883388338834,80.29240605219655,199.35,0.33,95.7,158.7
70,105,2013-11-01,15507595.0,11478337.0,0.0,0.0,0.0,26985932.0,-6326868.0,1741506.0,2013-11-01,11/2013,4.36,60.95753353590751,8.463647817386793,80.09796967034019,359.73,0.01,96.9,162.6
71,106,2013-12-01,226404808.0,45120788.0,0.0,0.0,0.0,271525596.0,174957152.0,1741506.0,2013-12-01,12/2013,4.83,61.54225043782837,8.428196147110333,80.76036193812025,460.5,0.0,97.7,154.8
72,107,2014-01-01,100949809.0,8013224.0,5551.0,0.0,5551.0,108963033.0,267893737.0,1747057.0,2014-01-01,01/2014,5.5,59.96326230712711,8.515797207935341,78.92725936811169,511.29,0.0,98.7,150.0
73,108,2014-02-01,512028323.0,44452245.0,13.0,4926.0,4939.0,556480568.0,735469815.0,1742144.0,2014-02-01,02/2014,7.06,55.85737296822376,8.27353931761605,79.6675940840533,382.78,0.0,99.0,141.8
74,109,2014-03-01,322938370.0,156803256.0,0.0,0.0,0.0,479741626.0,901604929.0,1742144.0,2014-03-01,03/2014,4.64,53.0565000361716,7.87093973811763,77.69659263546264,342.12,0.0,100.0,143.8
75,110,2014-04-01,1030770037.0,1670699363.0,0.0,0.0,0.0,2701469400.0,261675603.0,1742144.0,2014-04-01,04/2014,5.4,52.72227048942948,7.768607008398495,78.04083405734144,227.88,0.02,99.6,156.1
76,111,2014-05-01,18481062.0,54362841.0,0.0,0.0,0.0,72843903.0,225793824.0,1742144.0,2014-05-01,05/2014,5.05,53.66297698805709,7.427905621905039,79.87183221672008,153.05,0.28,99.4,159.5
77,112,2014-06-01,23407301.0,23596029.0,0.0,0.0,0.0,47003330.0,225605096.0,1742144.0,2014-06-01,06/2014,5.81,52.5897586815774,7.188051795173632,82.3057680988817,63.52,8.14,99.1,156.6
78,113,2014-07-01,31552945.0,63566432.0,0.0,0.0,0.0,95119377.0,193591609.0,1742144.0,2014-07-01,07/2014,6.19,50.77923037151931,6.846886771548858,79.01617549302016,11.44,20.74,99.0,153.8
79,114,2014-08-01,12035583.0,8339722.0,0.0,0.0,0.0,20375305.0,197287470.0,1742144.0,2014-08-01,08/2014,6.38,51.77230399519375,6.86392310003004,76.5395013517573,41.16,23.63,98.2,155.9
80,115,2014-09-01,12518349.0,8446599.0,0.0,0.0,0.0,20964948.0,201359220.0,1742144.0,2014-09-01,09/2014,5.82,51.11231687466088,7.162235485621269,75.45151538640415,82.35,5.47,97.3,152.0
81,116,2014-10-01,32293983.0,21485126.0,0.0,0.0,0.0,53779109.0,212168077.0,1742144.0,2014-10-01,10/2014,6.34,50.27223230490018,7.709303243115284,68.86293695257633,193.38,0.67,98.0,150.1
82,117,2014-11-01,19412080.0,14932229.0,0.0,0.0,0.0,34344309.0,216647928.0,1742144.0,2014-11-01,11/2014,7.04,50.15234124438742,7.135984605516357,62.89288005131494,331.01,0.01,98.3,147.0
83,118,2014-12-01,223107080.0,66187664.0,0.0,0.0,0.0,289294744.0,373567344.0,1742144.0,2014-12-01,12/2014,7.25,50.636606925634574,7.971778444570594,50.54740085962209,475.55,0.0,98.5,153.1
84,119,2015-01-01,171306061.0,86246063.0,0.0,0.0,0.0,257552124.0,458627342.0,1742144.0,2015-01-01,01/2015,7.08,52.8698046639704,7.959728078478617,41.36477067378023,507.25,0.0,99.5,156.5
85,120,2015-02-01,335858748.0,102209437.0,0.0,0.0,0.0,438068185.0,692276653.0,1742144.0,2015-02-01,02/2015,7.1,60.83700440528634,7.286343612334801,51.03964757709251,443.35,0.0,101.3,153.0
86,121,2015-03-01,381573216.0,233532933.0,0.0,0.0,0.0,615106149.0,840316936.0,1742144.0,2015-03-01,03/2015,6.92,59.75272190441041,7.630559143753459,51.4762871378483,373.41,0.0,103.0,144.5
87,122,2015-04-01,709599508.0,1390227833.0,0.0,0.0,0.0,2099827341.0,159688611.0,1742144.0,2015-04-01,04/2015,7.39,52.17552648668708,6.28485542884312,55.09787549865479,256.99,0.0,103.0,136.3
88,123,2015-05-01,6945158.0,17163938.0,0.0,0.0,0.0,24109096.0,149469831.0,1742144.0,2015-05-01,05/2015,7.32,54.87892376681614,5.994616422493273,57.90134529147982,145.6,1.49,102.9,131.3
89,124,2015-06-01,18131733.0,59316278.0,0.0,0.0,0.0,77448011.0,108285286.0,1742144.0,2015-06-01,06/2015,7.42,52.58182466779631,5.94553280080264,55.59618300187283,66.84,11.16,102.8,139.0
90,125,2015-07-01,13417116.0,6073465.0,0.0,0.0,0.0,19490581.0,115628937.0,1742144.0,2015-07-01,07/2015,7.85,54.47435431065843,6.087702014050564,50.80938523099309,31.4,55.64,102.9,138.8
91,126,2015-08-01,13240778.0,8262934.0,0.0,0.0,0.0,21503712.0,120606781.0,1742144.0,2015-08-01,08/2015,8.05,53.09273722955383,5.696864694568633,42.18511536044529,23.92,44.02,103.3,131.0
92,127,2015-09-01,18601495.0,22772609.0,0.0,0.0,0.0,41374104.0,116435667.0,1742144.0,2015-09-01,09/2015,8.13,51.376882630781566,5.595489404099456,42.0996346136708,97.96,9.04,104.4,131.3
93,128,2015-10-01,45914169.0,9530872.0,0.0,0.0,0.0,55445041.0,152818964.0,1742144.0,2015-10-01,10/2015,8.63,48.29550511793502,5.3644484384512685,42.830440587449935,243.54,0.25,104.7,134.4
94,129,2015-11-01,17346708.0,8802519.0,0.0,0.0,0.0,26149227.0,161363153.0,1742144.0,2015-11-01,11/2015,8.58,48.87295081967213,5.123727506734352,41.37481371087928,310.24,0.01,105.1,139.1
95,130,2015-12-01,198828328.0,42945003.0,0.0,0.0,0.0,241773331.0,317246478.0,1742144.0,2015-12-01,12/2015,8.22,48.00036774846006,4.68213936068769,34.678679783028414,400.73,0.0,105.2,130.3
96,131,2016-01-01,53511436.0,3974499.0,0.0,0.0,0.0,57485935.0,366783415.0,1742144.0,2016-01-01,01/2016,6.04,45.13812154696132,4.049895281224677,28.3609576427256,556.34,0.0,105.1,129.6
97,132,2016-02-01,326327046.0,10348565.0,0.0,0.0,0.0,336675611.0,682761896.0,1742144.0,2016-02-01,02/2016,4.99,45.31686649238259,3.577371846461733,29.928783917786,401.62,0.0,104.3,137.3
98,133,2016-03-01,205130907.0,262018351.0,0.0,0.0,0.0,467149258.0,625874452.0,1742144.0,2016-03-01,03/2016,5.2,47.03603603603603,3.5226849036936936,35.1981981981982,397.51,0.0,103.9,134.7
99,134,2016-04-01,772068933.0,1317238207.0,0.0,0.0,0.0,2089307140.0,80705178.0,1742144.0,2016-04-01,04/2016,6.17,44.70411852897081,3.5012568037657643,37.26078137401888,257.63,0.02,104.2,124.8
100,135,2016-05-01,28798272.0,11607520.0,0.0,0.0,0.0,40405792.0,97895930.0,1742144.0,2016-05-01,05/2016,6.08,45.36292105030501,3.827417438829458,41.6674034126072,129.05,0.22,104.0,128.0
101,136,2016-06-01,27469233.0,71777295.0,0.0,0.0,0.0,99246528.0,53587868.0,1742144.0,2016-06-01,06/2016,4.46,47.06563362721525,4.2352128122628905,43.17392465936415,45.74,15.94,104.0,130.6
102,137,2016-07-01,10354135.0,4971257.0,0.0,0.0,0.0,15325392.0,58970746.0,1742144.0,2016-07-01,07/2016,4.41,55.32568434366248,4.223270115954468,40.71731863763664,16.7,36.13,103.9,122.1
103,138,2016-08-01,20314190.0,3047342.0,0.0,0.0,0.0,23361532.0,76237594.0,1742144.0,2016-08-01,08/2016,4.46,60.105244381020334,3.6099624778808415,41.15233678201927,34.8,30.01,103.4,125.3
104,139,2016-09-01,10606582.0,2021764.0,0.0,0.0,0.0,12628346.0,84822412.0,1742144.0,2016-09-01,09/2016,4.96,64.85907955761684,3.79380500352301,41.1969318587228,70.56,10.9,104.4,123.4
105,140,2016-10-01,12623457.0,6874841.0,0.0,0.0,0.0,19498298.0,90571028.0,1742144.0,2016-10-01,10/2016,5.9,85.43442771630691,4.840213026890985,45.10248503537094,251.49,0.27,105.8,127.8
106,141,2016-11-01,12865510.0,5639605.0,0.0,0.0,0.0,18505115.0,97796933.0,1742144.0,2016-11-01,11/2016,4.58,95.7773867950736,5.271950644643023,43.00398185017131,390.67,0.0,106.4,131.8
107,142,2016-12-01,196576677.0,39487840.0,638.0,638.0,1276.0,236064517.0,254885770.0,1742144.0,2016-12-01,12/2016,6.54,83.60997818457744,5.144172837332827,51.28521293749407,480.94,0.0,107.7,130.0
108,143,2017-01-01,56533007.0,4519620.0,0.0,0.0,0.0,61052627.0,306899157.0,1742144.0,2017-01-01,01/2017,5.69,78.88637648388921,5.788910170341059,51.71471641228567,583.31,0.0,108.4,126.6
109,144,2017-02-01,326342783.0,14398165.0,0.0,0.0,0.0,340740948.0,618843775.0,1742144.0,2017-02-01,02/2017,5.57,75.14798459081086,5.685975424974162,52.13755520060133,421.08,0.0,108.4,132.9
110,145,2017-03-01,205427796.0,195310641.0,0.0,0.0,0.0,400738437.0,628960930.0,1742144.0,2017-03-01,03/2017,5.04,75.71361722040244,4.680341672007487,48.63827795975666,344.22,0.01,108.9,130.4
111,146,2017-04-01,678305641.0,1283878180.0,0.0,0.0,0.0,1962183821.0,23388391.0,1742144.0,2017-04-01,04/2017,4.94,78.00988529329479,4.673052241257111,49.40781497715192,286.56,0.01,109.9,124.5
112,147,2017-05-01,7453715.0,10537139.0,0.0,0.0,0.0,17990854.0,20304967.0,1742144.0,2017-05-01,05/2017,5.35,67.29969253029482,4.5744582912552,46.00289383251945,139.71,1.5,109.6,115.6
113,148,2017-06-01,6815026.0,3578521.0,0.0,0.0,0.0,10393547.0,23541472.0,1742144.0,2017-06-01,06/2017,5.42,72.21480096179535,4.351916275385164,41.75794816991718,48.6,24.81,110.8,120.9
114,149,2017-07-01,7332410.0,13183010.0,0.0,0.0,0.0,20515420.0,17690872.0,1742144.0,2017-07-01,07/2017,5.73,76.00555989922682,4.347077432247416,42.298670836591086,27.61,34.74,111.6,121.4
115,150,2017-08-01,31452875.0,21605690.0,0.0,0.0,0.0,53058565.0,27538057.0,1742144.0,2017-08-01,08/2017,6.54,83.4928432285932,4.638435827788599,43.50808842212246,34.4,43.55,111.5,126.2
116,151,2017-09-01,4231831.0,1970016.0,0.0,0.0,0.0,6201847.0,29799872.0,1742144.0,2017-09-01,09/2017,7.59,82.09819555182543,5.003063341997483,46.29458665547629,109.25,5.71,112.7,125.4
117,152,2017-10-01,15996073.0,3001615.0,0.0,0.0,0.0,18997688.0,42794330.0,1742144.0,2017-10-01,10/2017,7.81,82.60462742429398,5.253760078717251,49.01326981966656,204.1,1.45,114.0,125.0
118,153,2017-11-01,11195686.0,5655866.0,0.0,0.0,0.0,16851552.0,48334150.0,1742144.0,2017-11-01,11/2017,7.97,82.33089112284887,5.703355801516443,53.30550349292895,370.5,0.01,114.3,122.9
119,154,2017-12-01,143977991.0,31070023.0,0.0,0.0,0.0,175048014.0,161242118.0,1742144.0,2017-12-01,12/2017,8.6,85.17235552551539,6.031542424915512,54.24974653599188,475.51,0.0,115.3,121.7
120,155,2018-01-01,67282014.0,23527035.0,0.0,0.0,0.0,90809049.0,204997097.0,1742144.0,2018-01-01,01/2018,9.85,87.25409836065575,5.460864764868853,56.54918032786885,479.71,0.0,114.9,125.5
121,156,2018-02-01,340126071.0,20655243.0,0.0,0.0,0.0,360781314.0,524467925.0,1742144.0,2018-02-01,02/2018,10.73,85.80336896663428,5.441164371963072,52.9802397149336,523.7,0.0,114.4,122.4
122,157,2018-03-01,295306393.0,200734523.0,0.0,0.0,0.0,496040916.0,619039795.0,1742144.0,2018-03-01,03/2018,14.04,78.35603112840467,5.429140434792477,53.86673151750973,471.6,0.0,112.7,126.4
123,158,2018-04-01,576909656.0,1232385317.0,0.0,0.0,0.0,1809294973.0,-36435866.0,1742144.0,2018-04-01,04/2018,14.6,76.31964809384164,5.643416587178234,58.34962528510915,203.52,0.02,113.1,121.8
